,0,1
0,Ryan Armour,1
1,Jim Furyk,2
2,Boo Weekley,3
3,Chez Reavie,4
4,Brian Stuard,5
5,Francesco Molinari,6
6,William McGirt,7
7,Graeme McDowell,8
8,Zac Blair,9
9,Søren Kjeldsen,10
10,Jim Herman,11
11,Ken Duke,12
12,Kyle Stanley,13
13,Vaughn Taylor,14
14,Steve Wheatcroft,15
15,Ben Crane,16
16,Ryan Moore,17
17,Spencer Levin,18
18,Kevin Kisner,19
19,Russell Knox,20
20,Steven Alker,21
21,Zach Johnson,22
22,Chad Campbell,23
23,Alex Cejka,24
24,Keegan Bradley,25
25,David Hearn,26
26,Roberto Castro,27
27,Webb Simpson,28
28,K.J. Choi,29
29,Kevin Streelman,30
30,Matt Kuchar,31
31,Richy Werenski,32
32,Shane Lowry,33
33,D.A. Points,34
34,Chris Stroud,35
35,Tim Wilkinson,36
36,Martin Laird,37
37,Brian Gay,38
38,Emiliano Grillo,39
39,Lucas Glover,40
40,Kyle Reifers,41
41,J.J. Spaun,42
42,Rory Sabbatini,43
43,Rick Lamb,44
44,Sam Saunders,45
45,Brett Stegmaier,46
46,Jonathan Randolph,47
47,C.T. Pan,48
48,Paul Casey,49
49,John Huh,50
50,Chris Kirk,51
51,Rickie Fowler,52
52,Scott Brown,53
53,Jason Dufner,54
54,Graham DeLaet,55
55,Daniel Summerhays,56
56,Jason Bohn,56
57,Ben Martin,56
58,David Lingmerth,56
59,Russell Henley,60
60,Miguel Angel Carballo,61
61,Brandt Snedeker,62
62,Hunter Mahan,63
63,Julián Etulain,64
64,Adam Hadwin,65
65,Johnson Wagner,66
66,James Hahn,67
67,Peter Malnati,68
68,Brendan Steele,69
69,Brian Harman,70
70,Danny Lee,71
71,Geoff Ogilvy,72
72,J.J. Henry,73
73,Ian Poulter,74
74,Sergio Garcia,75
75,Pat Perez,76
76,Fabián Gómez,77
77,Michael Thompson,78
78,Nick Taylor,79
79,Blayne Barber,80
80,Patrick Cantlay,81
81,Rafa Cabrera Bello,82
82,Louis Oosthuizen,83
83,Kevin Na,84
84,Troy Merritt,85
85,Ryan Blaum,86
86,Rod Pampling,87
87,Brett Drewitt,88
88,Sean O'Hair,89
89,Billy Hurley III,90
90,Shawn Stefani,91
91,Mark Hubbard,92
92,Morgan Hoffmann,93
93,Hudson Swafford,94
94,Cameron Percy,95
95,Bud Cauley,96
96,Jonas Blixt,96
97,Billy Horschel,98
98,Kelly Kraft,99
99,Daniel Berger,100
100,Jordan Spieth,101
101,Mark Anderson,102
102,Anirban Lahiri,103
103,Greg Chalmers,104
104,Tyrone Van Aswegen,105
105,Michael Kim,106
106,Scott Piercy,107
107,Sung Kang,108
108,Mackenzie Hughes,109
109,Harold Varner III,110
110,Robert Garrigus,111
111,Bubba Watson,112
112,J.T. Poston,113
113,Jason Kokrak,114
114,Gary Woodland,115
115,Chad Collins,115
116,Bill Haas,117
117,Xander Schauffele,118
118,Kevin Chappell,119
119,Jon Rahm,120
120,Hideki Matsuyama,121
121,Charley Hoffman,122
122,Branden Grace,123
123,Bryson DeChambeau,124
124,Justin Rose,125
125,Brian Campbell,126
126,Tag Ridings,127
127,Cameron Tringale,128
128,Marc Leishman,129
129,Wesley Bryan,130
130,Retief Goosen,131
131,Ryan Palmer,132
132,Jhonattan Vegas,133
133,Bryce Molder,134
134,Robert Streb,135
135,Tony Finau,136
136,Jamie Lovemark,137
137,Patrick Reed,138
138,Byeong Hun An,139
139,Matt Jones,140
140,Scott Stallings,141
141,Si Woo Kim,142
142,Dustin Johnson,143
