,0,1
0,Chez Reavie,1
1,Ryan Moore,2
2,Jim Furyk,3
3,Ryan Armour,4
4,Henrik Stenson,5
5,Andrew Landry,6
6,Brice Garnett,7
7,Brian Stuard,8
8,Austin Cook,9
9,Abraham Ancer,10
10,Brian Gay,11
11,Jim Herman,12
12,David Hearn,13
13,Tyler Duncan,14
14,Kevin Kisner,15
15,Russell Henley,16
16,Kramer Hickok,17
17,Michael Thompson,18
18,Kyle Stanley,19
19,Vaughn Taylor,20
20,Scott Langley,21
21,Brendan Steele,22
22,Kyle Jones,23
23,Joel Dahmen,24
24,Fabián Gómez,25
25,Brian Harman,25
26,Emiliano Grillo,27
27,Kevin Streelman,28
28,Ben Silverman,29
29,Roberto Díaz,30
30,Jason Dufner,31
31,Adam Hadwin,32
32,Paul Casey,33
33,Satoshi Kodaira,34
34,Scott Piercy,35
35,Roberto Castro,36
36,Brady Schnell,37
37,Matt Kuchar,38
38,Alex Cejka,39
39,Johnson Wagner,40
40,Louis Oosthuizen,41
41,Rory Sabbatini,42
42,Corey Conners,42
43,Webb Simpson,44
44,Zach Johnson,45
45,Adam Long,46
46,Bronson Burgoon,47
47,Francesco Molinari,48
48,Troy Merritt,49
49,Keegan Bradley,50
50,Lucas Glover,51
51,Matthew Fitzpatrick,52
52,Kyoung-Hoon Lee,53
53,Wes Roach,54
54,Russell Knox,55
55,Denny McCarthy,56
56,Hank Lebioda,57
57,Hunter Mahan,58
58,Daniel Berger,59
59,Sungjae Im,60
60,Scott Brown,61
61,Pat Perez,62
62,Adam Svensson,63
63,Nate Lashley,64
64,J.J. Henry,65
65,Bryson DeChambeau,66
66,C.T. Pan,67
67,Billy Horschel,68
68,Rafa Cabrera Bello,69
69,Jonas Blixt,70
70,Alex Prugh,71
71,Kevin Na,72
72,Tommy Fleetwood,73
73,Sepp Straka,74
74,Sam Ryder,75
75,Ian Poulter,76
76,J.J. Spaun,77
77,Josh Teater,78
78,Gary Woodland,79
79,Bud Cauley,80
80,Kiradech Aphibarnrat,81
81,Brandt Snedeker,81
82,"Ted Potter, Jr.",83
83,Martin Laird,84
84,Tyrrell Hatton,85
85,Si Woo Kim,86
86,J.T. Poston,87
87,Charles Howell III,88
88,Rod Pampling,89
89,Jason Kokrak,90
90,Dylan Frittelli,91
91,Graeme McDowell,92
92,Chase Wright,93
93,Joey Garber,94
94,Jon Rahm,95
95,Ryan Blaum,95
96,Alex Noren,97
97,Carlos Ortiz,98
98,Matt Jones,99
99,Whee Kim,100
100,Shawn Stefani,101
101,Roger Sloan,102
102,Brooks Koepka,102
103,Rory McIlroy,104
104,Tom Hoge,105
105,Jason Day,106
106,Aaron Wise,107
107,Joaquin Niemann,108
108,Nick Taylor,109
109,Kelly Kraft,110
110,Harris English,111
111,Sangmoon Bae,112
112,Bill Haas,113
113,Hideki Matsuyama,114
114,Adam Schenk,115
115,Richy Werenski,116
116,Robert Streb,117
117,Sung Kang,118
118,Patton Kizzire,119
119,Ryan Palmer,120
120,Andrew Putnam,121
121,Rickie Fowler,122
122,Freddie Jacobson,122
123,Cameron Tringale,124
124,Keith Mitchell,125
125,José de Jesús Rodríguez,126
126,Xander Schauffele,127
127,Dominic Bozzelli,128
128,Justin Rose,129
129,Anders Albertson,130
130,Patrick Reed,131
131,Anirban Lahiri,132
132,Justin Thomas,133
133,Harold Varner III,134
134,Adam Scott,135
135,Sebastián Muñoz,136
136,Chesson Hadley,137
137,Danny Willett,138
138,Stephan Jaeger,139
139,Marc Leishman,140
140,Cameron Smith,141
141,Nick Watney,142
142,Ernie Els,143
