,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
408,2010,Tiger Woods,4,68,70,70,69,277,-11,330000,7,3,3,4,37,37,283.0,20,49,16,28.3,113,3,4,0,-15,4,17,37,14,0
409,2010,K.J. Choi,4,67,71,70,69,277,-11,330000,2,3,3,4,41,24,275.6,43,54,3,28.5,114,5,-4,1,-8,0,18,47,7,0
410,2010,Fred Couples,6,66,75,68,70,279,-9,270000,1,9,5,6,45,10,287.3,11,50,12,28.3,113,3,3,0,-12,1,19,41,10,0
411,2010,Nick Watney,7,68,76,71,65,280,-8,251250,7,21,16,7,42,21,293.4,4,55,2,30.0,120,28,2,-2,-8,1,16,45,10,0
412,2010,Y.E. Yang,8,67,72,72,70,281,-7,225000,2,8,9,8,41,24,285.1,15,48,19,28.8,115,11,1,-2,-6,0,16,48,7,0
413,2010,Hunter Mahan,8,71,71,68,71,281,-7,225000,22,12,6,8,43,17,289.6,8,54,3,30.3,121,31,-2,1,-6,1,15,46,10,0
414,2010,Ian Poulter,10,68,68,74,73,283,-5,195000,7,1,6,10,37,37,283.1,19,47,21,29.3,117,16,3,1,-9,0,17,44,10,0
415,2010,Ricky Barnes,10,68,70,72,73,283,-5,195000,7,3,6,10,34,44,279.0,34,50,12,29.5,118,23,1,0,-6,1,14,46,11,0
416,2010,Jerry Kelly,12,72,74,67,72,285,-3,165000,32,33,11,12,47,5,279.1,32,47,21,29.0,116,13,1,1,-5,0,14,47,11,0
417,2010,Miguel A. Jimenez,12,72,75,72,66,285,-3,165000,32,40,31,12,47,5,277.5,38,47,21,28.5,114,5,2,1,-6,1,13,47,10,0
418,2010,David Toms,14,69,75,71,71,286,-2,131250,12,21,16,14,46,8,279.1,32,49,16,29.3,117,16,0,2,-4,0,17,41,13,0
419,2010,Trevor Immelman,14,69,73,72,72,286,-2,131250,12,12,14,14,41,24,277.3,39,53,7,31.3,125,42,3,0,-5,0,11,52,9,0
420,2010,Ryan Moore,14,72,73,73,68,286,-2,131250,32,29,29,14,45,10,285.0,16,39,47,27.3,109,1,3,6,-11,1,16,40,14,0
421,2010,Steve Marino,14,71,73,69,73,286,-2,131250,22,21,11,14,38,34,282.1,21,51,9,30.3,121,31,0,5,-7,1,16,40,14,0
422,2010,Scott Verplank,18,73,73,73,68,287,-1,94500,45,33,31,18,42,21,277.1,41,49,16,29.8,119,26,3,3,-7,1,16,42,9,0
423,2010,Tom Watson,18,67,74,73,73,287,-1,94500,2,9,14,18,47,5,277.1,41,46,27,28.5,114,5,-1,6,-6,0,15,43,14,0
424,2010,Ernie Els,18,71,73,75,68,287,-1,94500,22,21,31,18,40,27,283.3,17,48,19,29.0,116,13,1,0,-2,0,13,50,6,0
425,2010,Angel Cabrera,18,73,74,69,71,287,-1,94500,45,40,22,18,44,14,295.9,3,45,34,29.5,118,23,2,3,-6,1,13,45,12,0
426,2010,Heath Slocum,18,72,73,70,72,287,-1,94500,32,29,16,18,48,2,270.5,48,53,7,31.3,125,42,0,4,-5,0,16,41,15,0
427,2010,Adam Scott,18,69,75,72,71,287,-1,94500,12,21,22,18,42,21,290.5,7,51,9,32.0,128,47,0,6,-7,2,15,37,18,0
428,2010,Matt Kuchar,24,70,73,74,71,288,0,69000,17,15,26,24,43,17,281.4,24,44,37,28.5,114,5,2,4,-6,1,9,52,9,0
429,2010,Ben Crane,24,71,75,74,68,288,0,69000,22,33,38,24,48,2,277.6,36,46,27,29.5,118,23,0,3,-3,1,10,50,10,0
430,2010,Kenny Perry,26,72,71,72,74,289,1,57750,32,15,16,26,39,31,277.9,35,47,21,30.5,122,38,3,4,-6,3,5,52,12,0
431,2010,Geoff Ogilvy,26,74,72,69,74,289,1,57750,50,33,16,26,30,48,287.1,12,44,37,28.8,115,11,1,5,-5,0,11,49,12,0
432,2010,Bill Haas,26,72,70,71,76,289,1,57750,32,12,11,26,39,31,287.8,10,43,39,28.0,112,2,-2,8,-5,1,14,42,13,0
433,2010,Yuta Ikeda,29,70,77,72,71,290,2,53250,17,40,31,29,50,1,279.9,31,50,12,31.5,126,44,1,7,-6,0,14,45,11,0
434,2010,Steve Stricker,30,73,73,74,71,291,3,45563,45,33,38,30,43,17,280.0,30,43,39,29.3,117,16,2,5,-4,0,12,45,15,0
435,2010,Soren Kjeldsen,30,70,71,75,75,291,3,45563,17,9,22,30,46,8,271.3,47,54,3,32.0,128,47,2,8,-7,0,13,43,16,0
436,2010,Sean O'Hair,30,72,71,72,76,291,3,45563,32,15,16,30,40,27,282.1,21,45,34,29.8,119,26,-1,4,0,1,7,53,10,0
437,2010,Francesco Molinari,30,70,74,75,72,291,3,45563,17,21,31,30,44,14,277.6,36,47,21,30.3,121,31,1,7,-5,0,12,47,11,0
438,2010,Jason Dufner,30,75,72,75,69,291,3,45563,63,40,45,30,44,14,281.4,24,47,21,30.5,122,38,0,6,-3,0,16,38,17,0
439,2010,Charl Schwartzel,30,69,76,72,74,291,3,45563,12,29,26,30,45,10,280.8,27,42,42,30.3,121,31,2,6,-5,0,10,49,13,0
440,2010,Lucas Glover,36,76,71,71,74,292,4,38625,76,40,29,36,40,27,293.1,5,46,27,29.3,117,16,5,4,-5,1,12,45,12,0
441,2010,Matteo Manassero,36,71,76,73,72,292,4,0,22,40,38,36,48,2,272.8,46,41,43,28.5,114,5,6,2,-4,0,9,50,13,0
442,2010,Steve Flesch,38,75,71,70,78,294,6,34500,63,33,22,38,37,37,274.8,44,50,12,31.5,126,44,0,12,-6,0,12,43,16,0
443,2010,Retief Goosen,38,74,71,76,73,294,6,34500,50,29,44,38,39,31,280.1,29,40,46,29.3,117,16,4,8,-6,0,16,39,13,0
444,2010,Camilo Villegas,38,74,72,71,77,294,6,34500,50,33,26,38,36,42,287.0,13,43,39,30.3,121,31,0,5,1,0,11,44,17,0
445,2010,Dustin Johnson,38,71,72,76,75,294,6,34500,22,15,31,38,38,34,300.8,1,46,27,31.5,126,44,-1,9,-2,0,13,42,15,0
446,2010,Zach Johnson,42,70,74,76,75,295,7,30750,17,21,38,42,45,10,280.8,27,46,27,30.0,120,28,4,5,-2,0,7,54,8,0
447,2010,Mike Weir,43,71,72,76,77,296,8,28500,22,15,31,43,32,47,281.5,23,41,43,29.3,117,16,3,8,-3,0,9,48,13,0
448,2010,Robert Karlsson,43,71,72,77,76,296,8,28500,22,15,38,43,37,37,289.3,9,46,27,30.8,123,40,5,7,-4,0,15,37,17,0
449,2010,Robert Allenby,45,72,75,78,73,298,10,24750,32,40,46,45,40,27,283.3,17,45,34,30.3,121,31,4,12,-6,0,16,36,15,0
