,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
231,2014,Lee Westwood,7,73,71,70,73,287,-1,301500,27,15,7,7,40,13,297.5,8,47,9,29.8,119,26,1,4,-6,0,12,50,9,0
232,2014,Bernhard Langer,8,72,74,73,69,288,0,234000,20,26,24,8,45,3,281.9,47,46,14,29.0,116,16,2,6,-8,1,14,44,10,0
233,2014,Thomas Bjorn,8,73,68,73,74,288,0,234000,27,3,7,8,41,11,278.4,49,43,26,28.5,114,10,0,3,-3,0,14,44,14,0
234,2014,John Senden,8,72,68,75,73,288,0,234000,20,2,10,8,34,40,295.3,13,43,26,29.3,117,22,1,8,-9,0,18,38,14,0
235,2014,Jimmy Walker,8,70,72,76,70,288,0,234000,5,7,18,8,35,38,288.8,28,51,4,31.5,126,50,-2,5,-3,0,17,38,17,0
236,2014,Kevin Stadler,8,70,73,72,73,288,0,234000,5,10,10,8,40,13,284.0,45,45,18,29.0,116,16,0,5,-5,0,16,42,12,0
237,2014,Rory McIlroy,8,71,77,71,69,288,0,234000,12,46,24,8,38,23,304.0,2,52,2,31.3,125,49,3,-3,0,0,16,42,12,0
238,2014,Jim Furyk,14,74,68,72,75,289,1,148500,40,7,7,14,46,2,289.6,27,47,9,30.0,120,30,4,4,-7,0,14,44,13,0
239,2014,Stewart Cink,14,73,72,76,68,289,1,148500,27,21,34,14,33,42,290.3,23,50,5,31.0,124,47,-1,4,-2,0,11,51,8,0
240,2014,Henrik Stenson,14,73,72,74,70,289,1,148500,27,21,24,14,39,19,295.6,11,47,9,31.0,124,47,5,3,-7,0,11,50,10,0
241,2014,Justin Rose,14,76,70,69,74,289,1,148500,67,26,10,14,37,29,292.9,16,46,14,30.0,120,30,4,5,-8,3,14,36,17,0
242,2014,Adam Scott,14,69,72,76,72,289,1,148500,2,3,16,14,33,42,298.4,6,48,8,30.5,122,42,3,4,-6,0,15,43,12,0
243,2014,Jamie Donaldson,14,73,70,76,70,289,1,148500,27,10,24,14,34,40,290.0,26,40,36,29.3,117,22,1,7,-7,0,15,42,14,0
244,2014,Fred Couples,20,71,71,73,75,290,2,101160,12,7,10,20,37,29,291.0,22,47,9,29.8,119,26,4,4,-6,0,14,44,12,0
245,2014,Ian Poulter,20,76,70,70,74,290,2,101160,67,26,14,20,36,35,296.0,10,42,29,27.8,111,4,2,1,-1,0,13,44,15,0
246,2014,Bill Haas,20,68,78,74,70,290,2,101160,1,26,29,20,38,23,286.6,37,47,9,30.3,121,36,1,7,-6,0,15,41,15,0
247,2014,Jason Day,20,75,73,70,72,290,2,101160,53,46,18,20,32,47,292.9,16,44,21,30.3,121,36,0,11,-9,0,15,42,13,0
248,2014,Chris Kirk,20,75,72,71,72,290,2,101160,53,37,18,20,44,4,284.3,43,42,29,28.8,115,13,4,10,-12,0,16,40,14,0
249,2014,Louis Oosthuizen,25,69,75,75,72,291,3,79200,2,15,24,25,38,23,303.1,3,49,7,30.0,120,30,4,3,-4,1,12,45,12,0
250,2014,Hunter Mahan,26,74,72,74,72,292,4,66600,40,26,29,26,43,7,301.3,4,44,21,30.0,120,30,3,7,-6,0,9,52,9,0
251,2014,Gonzalo Fernandez-Castano,26,75,69,74,74,292,4,66600,53,15,18,26,39,19,291.5,21,42,29,28.8,115,13,1,4,-1,0,12,44,16,0
252,2014,Steven Bowditch,26,74,72,74,72,292,4,66600,40,26,29,26,32,47,299.3,5,41,35,28.0,112,5,1,4,-1,1,11,46,11,0
253,2014,Joost Luiten,26,75,73,77,67,292,4,66600,53,46,50,26,36,35,293.0,15,43,26,30.8,123,46,3,6,-5,0,12,45,14,0
254,2014,Gary Woodland,26,70,77,69,76,292,4,66600,5,37,14,26,37,29,296.9,9,37,46,28.8,115,13,5,6,-7,1,12,42,16,0
255,2014,Steve Stricker,31,72,73,73,75,293,5,55800,20,21,18,31,38,23,287.5,35,37,46,28.0,112,5,4,9,-8,0,12,45,13,0
256,2014,Martin Kaymer,31,75,72,73,73,293,5,55800,53,37,29,31,40,13,290.1,24,45,18,30.0,120,30,1,8,-4,1,10,45,15,0
257,2014,Russell Henley,31,73,70,75,75,293,5,55800,27,10,18,31,37,29,292.0,19,37,46,27.3,109,2,1,7,-3,0,12,43,17,0
258,2014,Jose Maria Olazabal,34,74,74,73,73,294,6,48600,40,46,34,34,33,42,281.1,48,42,29,29.0,116,16,2,12,-8,0,15,40,13,0
259,2014,Stephen Gallacher,34,71,72,81,70,294,6,48600,12,10,46,34,41,11,298.1,7,40,36,29.3,117,22,2,10,-6,0,16,39,12,0
260,2014,K.J. Choi,34,70,75,78,71,294,6,48600,5,21,42,34,42,9,285.5,41,44,21,30.3,121,36,3,8,-5,0,12,43,16,0
261,2014,Vijay Singh,37,75,71,74,75,295,7,40500,53,26,29,37,39,19,288.8,28,39,43,28.5,114,10,4,5,-2,0,10,46,15,0
262,2014,Brendon De Jonge,37,74,72,76,73,295,7,40500,40,26,38,37,44,4,285.0,42,42,29,29.0,116,16,2,6,-1,0,12,44,13,0
263,2014,Thongchai Jaidee,37,73,74,75,73,295,7,40500,27,37,38,37,38,23,293.4,14,44,21,30.3,121,36,6,6,-5,0,13,42,14,0
264,2014,Brandt Snedeker,37,70,74,80,71,295,7,40500,5,15,46,37,37,29,288.8,28,40,36,29.3,117,22,6,7,-6,1,13,42,13,0
265,2014,Billy Horschel,37,75,72,75,73,295,7,40500,53,37,38,37,37,29,290.1,24,52,2,32.8,131,51,2,15,-10,2,12,36,21,0
266,2014,Lucas Glover,42,75,69,77,75,296,8,34200,53,15,34,42,36,35,292.4,18,42,29,30.3,121,36,4,8,-4,0,14,38,18,0
267,2014,Kevin Streelman,42,72,71,74,79,296,8,34200,20,10,16,42,40,13,285.8,39,40,36,29.8,119,26,8,6,-6,0,10,45,16,0
268,2014,Sandy Lyle,44,76,72,76,73,297,9,27972,67,46,46,44,33,42,287.8,33,40,36,29.8,119,26,5,10,-6,1,11,39,20,0
269,2014,Mike Weir,44,73,72,79,73,297,9,27972,27,21,46,44,32,47,277.0,50,33,50,28.3,113,9,1,14,-6,0,13,38,20,0
270,2013,Adam Scott,1,69,72,69,69,279,-9,1440000,10,7,3,1,32,49,293.8,18,55,1,30.0,120,39,1,-5,-5,0,15,51,6,0
271,2013,Angel Cabrera,2,71,69,69,70,279,-9,864000,23,4,1,1,36,34,289.4,31,52,3,29.3,117,23,-3,-3,-3,0,19,43,10,0
272,2013,Jason Day,3,70,68,73,70,281,-7,544000,13,1,4,3,38,20,285.8,43,47,17,28.0,112,7,5,-3,-9,1,17,43,10,0
273,2013,Tiger Woods,4,70,73,70,70,283,-5,352000,13,19,7,4,31,54,295.5,9,47,17,29.0,116,17,-1,0,-4,0,15,49,7,0
274,2013,Marc Leishman,4,66,73,72,72,283,-5,352000,1,2,4,4,39,16,286.6,38,46,23,28.3,113,10,2,-1,-6,0,16,45,11,0
275,2013,Brandt Snedeker,6,70,70,69,75,284,-4,278000,13,4,1,6,45,3,276.5,59,50,7,29.5,118,27,-2,8,-10,0,17,43,11,0
276,2013,Thorbjorn Olesen,6,78,70,68,68,284,-4,278000,82,55,18,6,40,9,301.0,2,53,2,30.5,122,49,3,6,-13,1,21,33,15,0
277,2013,Lee Westwood,8,70,71,73,71,285,-3,232000,13,7,9,8,38,20,294.0,16,42,47,27.8,111,4,1,0,-4,0,11,54,6,0
278,2013,Sergio Garcia,8,66,76,73,70,285,-3,232000,1,13,14,8,37,27,289.9,29,46,23,29.0,116,17,-1,3,-5,0,14,48,9,0
279,2013,Matt Kuchar,8,68,75,69,73,285,-3,232000,4,19,6,8,34,43,294.9,13,47,17,28.8,115,15,6,2,-11,0,15,45,12,0
280,2013,Tim Clark,11,70,76,67,73,286,-2,192000,13,37,7,11,47,1,280.1,53,46,23,29.0,116,17,-1,6,-7,0,20,35,16,0
281,2013,John Huh,11,70,77,71,68,286,-2,192000,13,48,28,11,45,3,283.5,49,48,11,30.0,120,39,3,1,-6,1,13,47,9,0
282,2013,Fred Couples,13,68,71,77,71,287,-1,145600,4,2,18,13,35,38,285.8,43,42,47,27.8,111,4,-1,6,-6,0,18,41,10,0
283,2013,David Toms,13,70,74,76,67,287,-1,145600,13,27,38,13,45,3,278.8,57,46,23,29.5,118,27,5,0,-6,1,16,39,15,0
284,2013,Ernie Els,13,71,74,73,69,287,-1,145600,23,31,28,13,34,43,291.3,21,36,59,27.5,110,3,2,12,-15,3,14,36,19,0
285,2013,Nick Watney,13,78,69,68,72,287,-1,145600,82,48,14,13,38,20,295.4,10,45,32,29.3,117,23,1,6,-8,1,16,38,17,0
286,2013,Dustin Johnson,13,67,76,74,70,287,-1,145600,3,19,23,13,30,55,297.9,7,43,42,27.8,111,4,0,6,-7,1,16,40,13,0
287,2013,Henrik Stenson,18,75,71,73,69,288,0,116000,64,37,33,18,40,9,298.4,4,47,17,30.5,122,49,0,7,-7,1,16,37,18,0
288,2013,Branden Grace,18,78,70,71,69,288,0,116000,82,55,33,18,34,43,295.1,12,44,35,28.0,112,7,3,4,-7,1,15,42,11,0
289,2013,Steve Stricker,20,73,70,71,75,289,1,89920,46,19,9,20,38,20,287.8,35,48,11,30.5,122,49,4,3,-6,1,14,42,13,0
290,2013,Bo Van Pelt,20,71,74,70,74,289,1,89920,23,31,14,20,38,20,297.5,8,50,7,30.0,120,39,3,7,-9,1,13,43,14,0
291,2013,Bill Haas,20,71,72,74,72,289,1,89920,23,19,23,20,38,20,291.0,22,43,42,28.5,114,11,5,-5,1,1,11,48,10,0
292,2013,Gonzalo Fernandez-Castano,20,68,74,73,74,289,1,89920,4,13,14,20,37,27,290.6,25,49,9,30.5,122,49,1,3,-3,0,15,42,14,0
293,2013,Jason Dufner,20,72,69,75,73,289,1,89920,34,7,18,20,32,49,286.6,38,51,6,30.5,122,49,2,4,-5,0,16,41,13,0
294,2013,Bernhard Langer,25,71,71,72,76,290,2,56040,23,13,9,25,46,2,284.1,48,44,35,28.0,112,7,4,1,-3,1,12,45,12,0
295,2013,Jim Furyk,25,69,71,74,76,290,2,56040,10,4,9,25,40,9,273.0,60,47,17,30.0,120,39,1,4,-3,0,12,48,10,0
296,2013,Stewart Cink,25,75,71,73,71,290,2,56040,64,37,33,25,26,61,290.5,26,46,23,29.3,117,23,2,5,-5,0,14,44,12,0
297,2013,Freddie Jacobson,25,72,73,72,73,290,2,56040,34,31,23,25,30,55,289.9,29,44,35,28.5,114,11,2,2,-2,0,13,44,15,0
298,2013,Justin Rose,25,70,71,75,74,290,2,56040,13,7,18,25,40,9,294.1,15,52,3,31.3,125,57,8,1,-7,0,15,44,11,0
299,2013,Luke Donald,25,71,72,75,72,290,2,56040,23,19,28,25,43,7,286.4,40,43,42,29.0,116,17,2,7,-7,0,12,46,14,0
300,2013,Richard Sterne,25,73,72,75,70,290,2,56040,46,31,38,25,37,27,286.3,41,41,49,30.3,121,43,4,10,-12,1,15,38,17,0
301,2013,Charl Schwartzel,25,71,71,75,73,290,2,56040,23,13,23,25,35,38,287.6,36,47,17,29.5,118,27,3,6,-7,1,14,44,9,0
302,2013,Rory McIlroy,25,72,70,79,69,290,2,56040,34,13,44,25,39,16,288.0,33,46,23,29.5,118,27,2,7,-7,1,13,44,12,0
303,2013,Michael Thompson,25,73,71,79,67,290,2,56040,46,27,53,25,36,34,290.3,27,46,23,29.5,118,27,2,7,-7,1,12,45,12,0
304,2013,John Senden,35,72,70,75,74,291,3,41200,34,13,23,35,37,27,278.9,56,44,35,29.8,119,34,6,1,-4,0,16,37,19,0
305,2013,Zach Johnson,35,69,76,71,75,291,3,41200,10,31,18,35,35,38,279.5,54,48,11,31.3,125,57,0,4,-1,0,10,49,13,0
306,2013,Martin Kaymer,35,72,75,74,70,291,3,41200,34,48,44,35,33,47,292.9,20,48,11,31.3,125,57,3,3,-3,1,13,42,15,0
307,2013,Vijay Singh,38,72,74,74,72,292,4,32000,34,37,38,38,41,8,293.6,19,49,9,31.5,126,60,1,8,-5,0,13,45,11,0
308,2013,Brian Gay,38,72,74,74,72,292,4,32000,34,37,38,38,38,20,279.5,54,39,54,28.5,114,11,1,9,-6,1,8,49,14,0
309,2013,Paul Lawrie,38,76,70,75,71,292,4,32000,70,37,44,38,29,60,287.9,34,44,35,29.8,119,34,1,9,-6,0,14,43,12,0
310,2013,Robert Garrigus,38,76,71,72,73,292,4,32000,70,48,33,38,30,55,304.4,1,45,32,30.3,121,43,3,11,-10,3,11,39,18,0
311,2013,D.A. Points,38,72,75,72,73,292,4,32000,34,48,33,38,32,49,284.8,46,43,42,29.8,119,34,2,8,-6,0,14,41,16,0
312,2013,Ryan Moore,38,71,72,81,68,292,4,32000,23,19,56,38,39,16,290.8,24,48,11,30.5,122,49,3,7,-6,0,13,43,15,0
313,2013,Ryo Ishikawa,38,71,77,76,68,292,4,32000,23,55,56,38,37,27,285.9,42,44,35,29.5,118,27,3,7,-6,1,14,39,16,0
314,2013,Rickie Fowler,38,68,76,70,78,292,4,32000,4,27,9,38,36,34,282.0,52,38,56,27.0,108,1,6,8,-10,2,13,42,10,0
315,2012,Bubba Watson,1,69,71,70,68,278,-10,1440000,4,3,4,1,37,46,290.4,4,53,4,30.0,120,37,-4,2,-8,0,19,44,9,0
316,2012,Louis Oosthuizen,2,68,72,69,69,278,-10,864000,2,3,3,1,46,7,290.5,2,51,9,27.5,110,3,-1,-4,-5,1,18,43,9,0
317,2012,Phil Mickelson,3,74,68,66,72,280,-8,384000,55,11,2,3,34,55,282.3,25,45,24,26.8,107,1,1,2,-11,1,18,45,6,0
318,2012,Lee Westwood,3,67,73,72,68,280,-8,384000,1,3,6,3,42,22,287.4,8,58,1,32.0,128,59,-1,0,-7,0,20,41,10,0
319,2012,Peter Hanson,3,68,74,65,73,280,-8,384000,2,11,1,3,44,16,281.4,31,49,11,27.5,110,3,0,-1,-7,0,20,42,8,0
320,2012,Matt Kuchar,3,71,70,70,69,280,-8,384000,14,8,5,3,48,1,280.6,34,58,1,30.8,123,51,1,-4,-5,1,14,50,6,0
321,2012,Ian Poulter,7,72,72,70,69,283,-5,268000,29,24,11,7,39,34,279.8,37,43,36,27.3,109,2,0,2,-7,0,16,46,9,0
322,2012,Padraig Harrington,8,71,73,68,72,284,-4,232000,14,24,6,8,35,52,287.5,7,42,40,28.3,113,10,0,6,-10,1,14,46,10,0
323,2012,Justin Rose,8,72,72,72,68,284,-4,232000,29,24,24,8,45,9,287.1,9,52,6,30.5,122,47,2,-2,-4,1,12,50,8,0
324,2012,Adam Scott,8,75,70,73,66,284,-4,232000,64,31,32,8,38,40,280.9,33,52,6,30.8,123,51,-1,4,-7,2,13,45,11,0
325,2012,Jim Furyk,11,70,73,72,70,285,-3,200000,10,19,19,11,45,9,272.1,55,49,11,29.0,116,22,1,2,-6,1,13,46,12,0
326,2012,Fred Couples,12,72,67,75,72,286,-2,156800,29,1,11,12,42,22,273.1,49,44,29,28.3,113,10,0,3,-5,0,15,45,11,0
327,2012,Sergio Garcia,12,72,68,75,71,286,-2,156800,29,3,19,12,38,40,278.9,40,44,29,28.5,114,13,0,7,-9,0,19,38,13,0
328,2012,Hunter Mahan,12,72,72,68,74,286,-2,156800,29,24,6,12,40,31,282.5,23,51,9,30.8,123,51,0,5,-7,0,14,46,12,0
329,2012,Kevin Na,12,71,75,72,68,286,-2,156800,14,33,32,12,43,18,268.1,59,42,40,28.0,112,9,2,4,-8,1,12,47,12,0
330,2012,Graeme McDowell,12,75,72,71,68,286,-2,156800,64,40,32,12,43,18,273.0,50,43,36,28.8,115,16,0,4,-6,0,15,45,11,0
331,2012,Ben Crane,17,69,73,72,73,287,-1,124000,4,11,11,17,42,22,284.9,16,49,11,30.3,121,41,2,2,-5,0,15,44,12,0
332,2012,Bo Van Pelt,17,73,75,75,64,287,-1,124000,45,47,52,17,45,9,288.3,6,47,20,29.5,118,30,1,1,-3,2,11,46,12,0
333,2012,Freddie Jacobson,19,76,68,70,74,288,0,96960,73,24,11,19,41,26,282.5,23,45,24,28.8,115,16,0,5,-5,0,15,42,15,0
334,2012,Charles Howell III,19,72,70,74,72,288,0,96960,29,11,24,19,33,59,284.8,17,41,43,29.0,116,22,4,5,-9,1,10,49,12,0
335,2012,Geoff Ogilvy,19,74,72,71,71,288,0,96960,55,33,27,19,37,46,279.4,38,46,21,29.8,119,34,-2,7,-5,0,14,45,12,0
336,2012,Francesco Molinari,19,69,75,70,74,288,0,96960,4,24,11,19,48,1,272.4,53,54,3,31.3,125,57,1,6,-7,1,10,50,10,0
337,2012,Brandt Snedeker,19,72,75,68,73,288,0,96960,29,40,19,19,33,59,283.3,19,43,36,27.8,111,7,0,11,-11,0,17,40,13,0
338,2012,Paul Lawrie,24,69,72,72,76,289,1,70400,4,8,10,24,36,50,289.4,5,46,21,29.5,118,30,2,2,-3,2,7,51,12,0
339,2012,Anders Hansen,24,76,72,73,68,289,1,70400,73,47,44,24,48,1,278.6,41,48,16,30.0,120,37,2,3,-4,0,14,44,13,0
340,2012,Jason Dufner,24,69,70,75,75,289,1,70400,4,1,11,24,45,9,281.8,28,48,16,30.5,122,47,2,8,-9,1,15,41,12,0
341,2012,Vijay Singh,27,70,72,76,72,290,2,56800,10,11,32,27,41,26,281.5,30,45,24,30.3,121,41,5,3,-6,1,13,42,15,0
342,2012,Jonathan Byrd,27,72,71,72,75,290,2,56800,29,19,19,27,43,18,278.4,42,41,43,28.8,115,16,1,5,-4,0,12,46,14,0
343,2012,Scott Stallings,27,70,77,70,73,290,2,56800,10,40,27,27,42,22,282.3,25,49,11,30.3,121,41,1,1,0,0,13,45,13,0
344,2012,Rickie Fowler,27,74,74,72,70,290,2,56800,55,47,41,27,39,34,278.0,43,44,29,29.8,119,34,0,10,-8,0,14,42,16,0
345,2012,Keegan Bradley,27,71,77,73,69,290,2,56800,14,47,44,27,43,18,292.3,1,39,57,27.5,110,3,-1,9,-6,0,16,40,14,0
346,2012,Angel Cabrera,32,71,78,71,71,291,3,45280,14,57,41,32,35,52,281.9,27,48,16,30.0,120,37,3,8,-8,0,14,44,12,0
347,2012,Luke Donald,32,75,73,75,68,291,3,45280,64,47,52,32,45,9,272.4,53,41,43,29.0,116,22,2,7,-6,2,11,43,14,0
348,2012,Zach Johnson,32,70,74,75,72,291,3,45280,10,24,38,32,47,5,271.9,56,42,40,28.3,113,10,2,8,-7,1,11,46,12,0
349,2012,Sean O'Hair,32,73,70,71,77,291,3,45280,45,19,11,32,41,26,279.4,38,41,43,28.5,114,13,1,9,-7,0,15,42,12,0
350,2012,Nick Watney,32,71,71,72,77,291,3,45280,14,11,11,32,40,31,283.0,21,44,29,29.8,119,34,0,9,-6,0,13,43,16,0
351,2012,Thomas Bjorn,37,73,76,74,69,292,4,37600,45,57,52,37,44,16,279.9,36,39,57,27.8,111,7,2,7,-5,0,13,43,15,0
352,2012,Bill Haas,37,72,74,76,70,292,4,37600,29,33,48,37,39,34,272.8,52,46,21,30.8,123,51,2,7,-5,0,14,40,18,0
353,2012,Sangmoon Bae,37,75,71,69,77,292,4,37600,64,33,19,37,37,46,281.1,32,43,36,28.8,115,16,0,8,-4,2,12,42,12,0
354,2012,Tiger Woods,40,72,75,72,74,293,5,32000,29,40,38,40,32,61,281.6,29,40,51,28.5,114,13,3,3,-1,0,10,47,15,0
355,2012,Henrik Stenson,40,71,71,70,81,293,5,32000,14,11,6,40,34,55,285.5,13,45,24,29.0,116,22,3,9,-7,2,14,39,14,0
356,2012,Aaron Baddeley,40,71,71,77,74,293,5,32000,14,11,38,40,30,62,283.1,20,40,51,28.8,115,16,2,11,-8,1,14,41,12,0
357,2012,Rory McIlroy,40,71,69,77,76,293,5,32000,14,3,27,40,36,50,285.3,15,45,24,30.3,121,41,-2,11,-4,0,16,39,13,0
358,2012,Martin Kaymer,44,72,75,75,72,294,6,26400,29,40,48,44,45,9,275.8,46,44,29,30.3,121,41,4,8,-6,0,16,34,22,0
359,2012,Webb Simpson,44,72,74,70,78,294,6,26400,29,33,24,44,46,7,282.6,22,53,4,32.8,131,60,5,8,-7,0,10,48,13,0
360,2011,Charl Schwartzel,1,69,71,68,66,274,-14,1440000,7,12,2,1,37,31,278.4,44,49,18,26.8,107,2,-1,-4,-9,2,17,46,7,0
361,2011,Adam Scott,2,72,70,67,67,276,-12,704000,31,20,6,2,35,36,287.1,19,51,11,27.8,111,3,2,-1,-13,2,17,45,7,0
362,2011,Jason Day,2,72,64,72,68,276,-12,704000,31,2,2,2,39,20,287.3,18,52,6,28.5,114,11,-2,-2,-8,0,23,39,9,0
363,2011,Tiger Woods,4,71,66,74,67,278,-10,330667,24,3,9,4,37,31,287.8,15,53,5,30.0,120,32,0,0,-10,1,19,41,11,0
364,2011,Geoff Ogilvy,4,69,69,73,67,278,-10,330667,7,5,9,4,42,7,289.0,13,50,16,27.8,111,3,-4,-2,-4,0,20,43,8,0
365,2011,Luke Donald,4,72,68,69,69,278,-10,330667,31,12,6,4,38,26,280.3,39,41,47,25.5,102,1,0,-1,-9,1,21,38,11,0
366,2011,Angel Cabrera,7,71,70,67,71,279,-9,268000,24,18,2,7,48,1,292.0,9,54,3,29.3,117,21,5,-6,-8,0,19,43,10,0
367,2011,Bo Van Pelt,8,73,69,68,70,280,-8,240000,49,20,8,8,39,20,282.5,31,48,28,28.5,114,11,-1,1,-8,2,15,44,11,0
368,2011,K.J. Choi,8,67,70,71,72,280,-8,240000,3,3,2,8,36,34,279.4,41,49,18,28.5,114,11,0,2,-10,0,18,44,10,0
369,2011,Ryan Palmer,10,71,72,69,70,282,-6,216000,24,30,14,10,41,10,287.1,19,51,11,28.8,115,16,3,1,-10,2,15,44,9,0
370,2011,Steve Stricker,11,72,70,71,70,283,-5,176000,31,20,18,11,34,40,283.4,26,47,32,28.3,113,8,3,2,-10,0,22,33,17,0
371,2011,Lee Westwood,11,72,67,74,70,283,-5,176000,31,7,18,11,40,15,288.9,14,46,35,29.0,116,17,1,4,-10,1,15,45,10,0
372,2011,Justin Rose,11,73,71,71,68,283,-5,176000,49,37,30,11,44,5,280.4,38,57,1,31.0,124,42,-3,5,-7,1,16,44,9,0
373,2011,Edoardo Molinari,11,74,70,69,70,283,-5,176000,64,37,18,11,39,20,282.4,32,49,18,29.3,117,21,3,0,-8,0,17,45,8,0
374,2011,Fred Couples,15,71,68,72,73,284,-4,128000,24,7,9,15,33,44,287.4,17,51,11,29.3,117,21,-3,0,-1,0,12,53,6,0
375,2011,Trevor Immelman,15,69,73,73,69,284,-4,128000,7,20,30,15,39,20,289.1,12,49,18,29.0,116,17,1,2,-7,1,15,44,11,0
376,2011,Brandt Snedeker,15,69,71,74,70,284,-4,128000,7,12,24,15,44,5,281.4,37,45,39,28.3,113,8,1,3,-8,1,14,47,9,0
377,2011,Ross Fisher,15,69,71,71,73,284,-4,128000,7,12,9,15,41,10,291.1,11,46,35,29.0,116,17,6,-2,-8,1,15,44,11,0
378,2011,Rory McIlroy,15,65,69,70,80,284,-4,128000,1,1,1,15,40,15,303.1,2,54,3,31.0,124,42,1,0,-5,0,16,47,7,0
379,2011,Y.E. Yang,20,67,72,73,73,285,-3,93200,3,7,14,20,37,31,278.9,43,45,39,27.8,111,3,-4,13,-12,2,17,36,16,0
380,2011,Ricky Barnes,20,68,71,75,71,285,-3,93200,5,7,24,20,41,10,280.1,40,42,46,28.0,112,7,1,3,-7,0,18,40,13,0
381,2011,Martin Laird,20,74,69,69,73,285,-3,93200,64,30,14,20,31,46,282.6,30,47,32,29.3,117,21,1,-1,-3,0,16,44,11,0
382,2011,Ryo Ishikawa,20,71,71,73,70,285,-3,93200,24,20,30,20,38,26,293.4,5,49,18,29.8,119,29,4,0,-7,1,13,47,10,0
383,2011,David Toms,24,72,69,73,72,286,-2,70400,31,18,24,24,48,1,276.5,46,57,1,31.8,127,49,5,-2,-5,0,12,51,8,0
384,2011,Jim Furyk,24,72,68,74,72,286,-2,70400,31,12,24,24,41,10,271.9,47,50,16,29.8,119,29,0,2,-4,0,16,43,12,0
385,2011,Gary Woodland,24,69,73,74,70,286,-2,70400,7,20,38,24,38,26,293.9,4,48,28,29.5,118,26,1,2,-5,1,15,43,11,0
386,2011,Phil Mickelson,27,70,72,71,74,287,-1,54400,14,20,18,27,30,49,287.5,16,48,28,30.5,122,39,4,3,-8,0,13,49,8,0
387,2011,Charley Hoffman,27,74,69,72,72,287,-1,54400,64,30,30,27,38,26,281.8,34,49,18,30.3,121,34,4,2,-7,0,14,46,11,0
388,2011,Miguel A. Jimenez,27,71,73,70,73,287,-1,54400,24,37,24,27,40,15,279.1,42,40,49,27.8,111,3,2,4,-7,0,14,45,13,0
389,2011,Robert Karlsson,27,72,70,74,71,287,-1,54400,31,20,38,27,34,40,298.8,3,43,43,29.0,116,17,5,2,-8,2,13,42,14,0
390,2011,Matt Kuchar,27,68,75,69,75,287,-1,54400,5,30,14,27,42,7,286.0,23,52,6,31.0,124,42,0,3,-4,0,15,44,12,0
391,2011,Ian Poulter,27,74,69,71,73,287,-1,54400,64,30,24,27,46,4,283.4,26,49,18,29.5,118,26,0,0,-1,0,14,47,9,0
392,2011,Alvaro Quiros,27,65,73,75,74,287,-1,54400,1,5,18,27,31,46,303.4,1,52,6,30.5,122,39,2,2,-5,0,16,43,11,0
393,2011,Hideki Matsuyama,27,72,73,68,74,287,-1,0,31,43,18,27,35,36,286.6,22,46,35,29.5,118,26,1,4,-6,0,16,41,15,0
394,2011,Alex Cejka,35,72,71,75,70,288,0,43200,31,30,42,35,47,3,270.4,48,49,18,29.8,119,29,-1,7,-6,0,11,51,9,0
395,2011,Sergio Garcia,35,69,71,75,73,288,0,43200,7,12,30,35,39,20,283.5,25,47,32,30.3,121,34,4,3,-7,1,13,44,13,0
396,2011,Ryan Moore,35,70,73,72,73,288,0,43200,14,30,30,35,34,40,284.0,24,45,39,28.3,113,8,1,5,-6,0,15,43,13,0
397,2011,Paul Casey,38,70,72,76,71,289,1,36800,14,20,42,38,31,46,283.4,26,52,6,31.3,125,46,1,5,-5,0,13,46,12,0
398,2011,Bubba Watson,38,73,71,67,78,289,1,36800,49,37,9,38,39,20,292.8,8,52,6,31.5,126,48,7,2,-8,1,17,39,11,0
399,2011,Dustin Johnson,38,74,68,73,74,289,1,36800,64,20,30,38,35,36,293.3,6,49,18,30.3,121,34,5,1,-5,0,16,41,14,0
400,2011,Rickie Fowler,38,70,69,76,74,289,1,36800,14,7,30,38,35,36,291.5,10,44,42,28.5,114,11,1,5,-5,0,18,38,14,0
401,2011,Bill Haas,42,74,70,74,72,290,2,32000,64,37,42,42,40,15,277.4,45,48,28,30.8,123,41,3,4,-5,1,12,44,14,0
402,2011,Steve Marino,42,74,71,72,73,290,2,32000,64,43,40,42,41,10,281.5,36,51,11,31.0,124,42,5,-2,-1,0,12,48,11,0
403,2011,K.T. Kim,44,70,75,78,68,291,3,28800,14,43,49,44,38,26,269.0,49,51,11,31.3,125,46,0,6,-3,0,12,46,13,0
404,2011,Jeff Overton,44,73,72,72,74,291,3,28800,49,43,40,44,42,7,282.9,29,43,43,29.3,117,21,3,6,-6,1,12,44,13,0
405,2010,Phil Mickelson,1,67,71,67,67,272,-16,1350000,2,3,2,1,34,44,297.1,2,54,3,29.0,116,13,0,-4,-12,3,16,47,6,0
406,2010,Lee Westwood,2,67,69,68,71,275,-13,810000,2,1,1,2,35,43,292.3,6,58,1,30.3,121,31,-1,-1,-11,1,22,39,9,0
407,2010,Anthony Kim,3,68,70,73,65,276,-12,510000,7,3,9,3,33,46,277.3,39,51,9,28.5,114,5,-3,0,-9,2,18,42,10,0
