,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
394,2011,K.T. Kim,30,69,72,69,76,286,2,50436,4,8,9,30,35,36,291.3,56,50,14,29.5,118,25,-4,8,-2,0,15,43,11,0
395,2011,Seung-yul Noh,30,72,70,73,71,286,2,50436,34,15,33,30,31,50,307.8,10,47,35,30.8,123,52,2,7,-7,1,12,43,16,0
396,2011,Do-Hoon X. Kim,30,73,71,70,72,286,2,50436,45,33,27,30,36,26,305.1,15,48,26,29.5,118,25,2,4,-4,0,9,53,9,0
397,2011,Ryo Ishikawa,30,74,70,74,68,286,2,50436,62,33,48,30,27,65,297.1,38,43,60,28.5,114,9,5,-3,0,0,16,39,16,0
398,2011,Martin Kaymer,39,74,70,72,71,287,3,41154,62,33,36,39,35,36,284.9,64,47,35,30.0,120,35,4,3,-4,1,13,40,18,0
399,2011,Sunghoon Kang,39,74,72,70,71,287,3,41154,62,56,36,39,30,56,292.8,51,42,63,27.5,110,1,-1,6,-2,0,15,46,6,0
400,2011,Adam Hadwin,39,75,71,73,68,287,3,41154,84,56,54,39,36,26,303.9,21,56,3,32.3,129,72,3,0,0,0,14,43,13,0
401,2011,Lucas Glover,42,76,69,73,70,288,4,37351,111,44,48,42,36,26,293.8,49,45,47,29.5,118,25,2,9,-7,0,17,36,17,0
402,2011,Sangmoon Bae,42,75,71,75,67,288,4,37351,84,56,64,42,33,43,296.8,41,48,26,29.5,118,25,2,7,-5,0,16,40,12,0
403,2011,Russell Henley,42,73,69,71,75,288,4,0,45,15,21,42,38,16,307.9,9,46,42,30.5,122,46,0,7,-3,0,12,44,16,0
404,2011,Charley Hoffman,45,71,74,75,69,289,5,31264,22,44,57,45,33,43,300.0,28,50,14,31.0,124,57,4,2,-1,0,9,50,12,0
405,2010,Graeme McDowell,1,71,68,71,74,284,0,1350000,10,1,2,1,37,34,293.8,31,42,12,27.5,110,3,1,1,-2,0,15,42,15,0
406,2010,Gregory Havret,2,73,71,69,72,285,1,810000,29,13,4,2,38,25,289.0,43,40,23,28.0,112,8,0,4,-3,0,12,48,11,0
407,2010,Ernie Els,3,73,68,72,73,286,2,480687,29,2,4,3,39,15,299.5,17,44,5,29.0,116,22,4,0,-2,0,15,42,13,0
408,2010,Phil Mickelson,4,75,66,73,73,287,3,303119,66,2,6,4,35,45,301.9,9,40,23,27.8,111,5,1,1,1,0,10,50,11,0
409,2010,Tiger Woods,4,74,72,66,75,287,3,303119,47,25,3,4,39,15,300.6,10,43,9,30.0,120,47,-1,6,-2,0,13,43,16,0
410,2010,Davis Love III,6,75,74,68,71,288,4,228255,66,59,10,6,38,25,310.8,4,48,1,29.8,119,40,7,-4,1,2,13,41,12,0
411,2010,Matt Kuchar,6,74,72,74,68,288,4,228255,47,25,23,6,35,45,292.6,33,46,4,31.0,124,73,2,4,-2,0,9,51,11,0
412,2010,Alex Cejka,8,70,72,74,73,289,5,177534,4,6,7,8,41,4,274.1,77,47,3,30.5,122,62,3,3,-1,0,7,54,10,0
413,2010,Martin Kaymer,8,74,71,72,72,289,5,177534,47,16,10,8,38,25,290.3,40,39,29,28.0,112,8,1,3,1,0,15,40,14,0
414,2010,Brandt Snedeker,8,75,74,69,71,289,5,177534,66,59,13,8,41,4,286.3,52,37,47,28.0,112,8,1,3,1,0,13,41,18,0
415,2010,Dustin Johnson,8,71,70,66,82,289,5,177534,10,2,1,8,37,34,314.9,1,48,1,31.3,125,76,1,5,-1,1,11,46,11,0
416,2010,Tim Clark,12,72,72,72,74,290,6,143714,14,13,7,12,36,40,272.9,79,44,5,30.3,121,56,0,7,-1,0,9,49,13,0
417,2010,Sean O'Hair,12,76,71,70,73,290,6,143714,90,37,10,12,35,45,280.5,70,37,47,28.5,114,17,3,2,1,0,12,42,18,0
418,2010,Justin Leonard,14,72,73,73,73,291,7,127779,14,16,13,14,39,15,281.8,60,37,47,28.8,115,20,5,3,-1,0,12,42,17,0
419,2010,Ben Curtis,14,78,70,75,68,291,7,127779,118,48,49,14,41,4,281.4,63,38,36,27.8,111,5,2,8,-3,0,12,43,15,0
420,2010,Jim Furyk,16,72,75,74,71,292,8,108458,14,37,30,16,38,25,267.1,83,44,5,30.0,120,47,4,8,-4,0,12,42,16,0
421,2010,Lee Westwood,16,74,71,76,71,292,8,108458,47,16,30,16,40,10,304.8,6,43,9,30.3,121,56,3,5,0,0,10,46,14,0
422,2010,Peter Hanson,16,73,76,74,69,292,8,108458,29,59,49,16,38,25,297.8,19,42,12,30.0,120,47,5,8,-5,0,14,37,20,0
423,2010,Charl Schwartzel,16,74,71,74,73,292,8,108458,47,16,16,16,38,25,288.6,44,38,36,27.8,111,5,0,10,-2,0,11,43,17,0
424,2010,Russell Henley,16,73,74,72,73,292,8,0,29,37,16,16,34,55,291.8,36,44,5,29.8,119,40,3,7,-2,0,13,39,19,0
425,2010,Scott Langley,16,75,69,77,71,292,8,0,66,13,30,16,40,10,302.4,8,37,47,26.8,107,1,3,10,-5,1,11,40,19,0
426,2010,Shaun Micheel,22,69,77,75,72,293,9,83634,1,25,30,22,34,55,267.5,82,36,57,28.0,112,8,5,11,-7,1,10,42,16,0
427,2010,Padraig Harrington,22,73,73,74,73,293,9,83634,29,25,23,22,29,78,282.8,59,40,23,29.3,117,28,3,7,-1,0,10,44,17,0
428,2010,Angel Cabrera,22,75,72,74,72,293,9,83634,66,37,30,22,35,45,312.5,2,43,9,30.0,120,47,1,9,-1,0,12,41,17,0
429,2010,Sergio Garcia,22,73,76,73,71,293,9,83634,29,59,42,22,33,66,297.8,19,36,57,29.3,117,28,1,7,1,0,14,38,17,0
430,2010,John Mallinger,22,77,72,70,74,293,9,83634,105,59,16,22,39,15,285.6,54,38,36,28.3,113,13,1,15,-7,1,12,39,17,0
431,2010,Robert Karlsson,27,75,72,74,73,294,10,67195,66,37,30,27,35,45,276.1,74,38,36,29.5,118,35,1,6,3,0,8,49,12,0
432,2010,Ricky Barnes,27,72,76,74,72,294,10,67195,14,48,42,27,34,55,296.4,24,39,29,30.0,120,47,0,10,0,1,9,43,17,0
433,2010,Tom Watson,29,78,71,70,76,295,11,54871,118,59,16,29,38,25,280.8,69,38,36,30.3,121,56,4,7,0,0,10,42,19,0
434,2010,Robert Allenby,29,74,74,73,74,295,11,54871,47,48,30,29,39,15,294.4,29,30,82,27.5,110,3,-1,8,4,0,10,44,15,0
435,2010,Stuart Appleby,29,73,76,76,70,295,11,54871,29,59,64,29,36,40,295.3,26,35,66,28.5,114,17,7,6,-2,0,10,43,17,0
436,2010,Henrik Stenson,29,77,70,74,74,295,11,54871,105,37,30,29,45,1,292.3,35,41,17,30.0,120,47,3,2,6,1,8,45,15,0
437,2010,Kenny Perry,33,72,77,73,74,296,12,44472,14,59,42,33,44,2,300.5,11,37,47,29.5,118,35,5,5,2,0,8,46,16,0
438,2010,David Toms,33,71,75,76,74,296,12,44472,10,25,42,33,36,40,284.9,55,38,36,29.5,118,35,-2,12,2,1,11,37,21,0
439,2010,Soren Kjeldsen,33,72,71,75,78,296,12,44472,14,10,13,33,39,15,274.8,76,36,57,29.3,117,28,3,10,-1,1,7,43,21,0
440,2010,Brendon de Jonge,33,69,73,77,77,296,12,44472,1,6,16,33,35,45,291.4,38,39,29,30.0,120,47,2,14,-4,1,13,34,21,0
441,2010,Jason Dufner,33,72,73,79,72,296,12,44472,14,16,61,33,41,4,281.3,65,37,47,29.8,119,40,3,13,-4,0,10,41,20,0
442,2010,Ryan Moore,33,75,73,75,73,296,12,44472,66,48,49,33,34,55,287.6,50,42,12,29.8,119,40,3,8,1,0,6,50,14,0
443,2010,Ryo Ishikawa,33,70,71,75,80,296,12,44472,4,2,7,33,35,45,300.4,12,37,47,29.3,117,28,1,10,1,0,8,46,16,0
444,2010,Vijay Singh,40,74,72,75,76,297,13,34722,47,25,30,40,40,10,294.3,30,41,17,30.8,123,67,7,8,-2,0,8,44,19,0
445,2010,Stewart Cink,40,76,73,71,77,297,13,34722,90,59,23,40,39,15,281.3,65,42,12,31.5,126,79,7,10,-4,0,11,41,16,0
446,2010,Bo Van Pelt,40,72,75,82,68,297,13,34722,14,37,80,40,41,4,281.4,63,34,71,28.3,113,13,5,7,1,0,9,43,18,0
447,2010,Paul Casey,40,69,73,77,78,297,13,34722,1,6,16,40,29,78,297.6,21,42,12,30.5,122,62,2,8,3,0,8,49,11,0
448,2010,Seung-yul Noh,40,74,72,76,75,297,13,34722,47,25,42,40,30,76,300.1,14,34,71,29.0,116,22,4,5,4,0,6,48,17,0
449,2010,Ross Mcgowan,40,72,73,78,74,297,13,34722,14,16,49,40,38,25,288.6,44,38,36,30.0,120,47,4,9,0,0,8,48,13,0
