,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
215,2015,Alexander Levy,27,70,69,73,73,285,5,64126,26,12,15,27,39,50,304.3,45,47,59,30.0,120,1,-3,9,-1,0,18,37,12,0
216,2015,Jimmy Gunn,27,72,73,70,70,285,5,64126,52,60,35,27,39,50,316.9,18,48,53,30.8,123,6,1,8,-4,0,18,35,15,0
217,2015,Brian Campbell,27,67,72,78,68,285,5,0,4,12,46,27,42,29,293.1,66,45,65,30.3,121,2,2,7,-4,1,15,37,16,0
218,2015,Paul Casey,39,72,69,73,72,286,6,47854,52,21,25,39,45,10,311.3,30,52,21,32.3,129,34,1,7,-2,0,10,47,14,0
219,2015,Joost Luiten,39,68,69,74,75,286,6,47854,7,5,9,39,46,4,310.5,34,54,10,33.3,133,60,1,6,-1,0,11,47,11,0
220,2015,Troy Kelly,39,72,73,72,69,286,6,47854,52,60,46,39,43,21,288.5,71,47,59,31.0,124,9,2,7,-3,0,11,45,15,0
221,2015,Jim Furyk,42,71,73,73,70,287,7,42946,42,44,46,42,41,40,289.0,70,50,38,32.5,130,43,4,8,-5,0,12,44,13,0
222,2015,Robert Streb,42,74,70,73,70,287,7,42946,98,44,46,42,42,29,319.0,14,52,21,33.0,132,56,0,8,-1,1,8,46,17,0
223,2015,Ollie Schniederjans,42,69,73,72,73,287,7,0,14,28,25,42,35,68,332.3,3,52,21,32.0,128,33,2,9,-4,0,17,35,16,0
224,2015,Denny McCarthy,42,71,73,71,72,287,7,0,42,44,35,42,31,75,326.3,7,50,38,32.3,129,34,1,10,-4,0,10,46,15,0
225,2014,Martin Kaymer,1,65,65,72,69,271,-9,1620000,1,1,1,1,43,9,305.5,7,45,18,27.5,110,3,0,-4,-5,1,16,46,9,0
226,2014,Erik Compton,2,72,68,67,72,279,-1,789330,50,14,2,2,37,45,284.6,40,47,8,29.8,119,26,3,2,-6,1,13,44,14,0
227,2014,Rickie Fowler,2,70,70,67,72,279,-1,789330,16,14,2,2,33,61,298.1,14,46,10,28.8,115,11,5,-1,-5,0,13,48,10,0
228,2014,Henrik Stenson,4,69,69,70,73,281,1,326310,6,5,4,4,44,8,292.5,24,54,1,31.5,126,57,-2,6,-3,0,11,49,12,0
229,2014,Jason Day,4,73,68,72,68,281,1,326310,68,20,16,4,41,21,301.0,12,46,10,30.3,121,35,1,2,-2,0,8,55,9,0
230,2014,Dustin Johnson,4,69,69,70,73,281,1,326310,6,5,4,4,31,65,312.3,4,43,31,28.8,115,11,3,4,-6,0,11,49,12,0
231,2014,Keegan Bradley,4,69,69,76,67,281,1,326310,6,5,23,4,38,40,313.3,3,48,5,31.3,125,54,0,6,-5,1,13,42,16,0
232,2014,Brooks Koepka,4,70,68,72,71,281,1,326310,16,5,7,4,38,40,297.5,15,43,31,28.8,115,11,-1,6,-4,1,11,46,14,0
233,2014,Adam Scott,9,73,67,73,69,282,2,211715,68,14,16,9,36,54,301.6,9,44,24,29.5,118,20,4,1,-3,0,10,50,12,0
234,2014,Jimmy Walker,9,70,72,71,69,282,2,211715,16,27,16,9,37,45,297.3,17,41,50,28.3,113,8,1,5,-4,0,13,46,11,0
235,2014,Brandt Snedeker,9,69,68,72,73,282,2,211715,6,3,6,9,37,45,280.8,47,44,24,29.5,118,20,3,2,-3,0,13,46,11,0
236,2014,Jim Furyk,12,73,70,73,67,283,3,156679,68,33,35,12,45,2,273.4,61,45,18,29.3,117,16,5,2,-4,0,14,41,17,0
237,2014,Justin Rose,12,72,69,70,72,283,3,156679,50,20,10,12,41,21,285.5,37,46,10,30.0,120,32,5,3,-5,1,13,41,16,0
238,2014,Matt Kuchar,12,69,70,71,73,283,3,156679,6,10,7,12,41,21,278.4,52,43,31,29.3,117,16,3,1,-1,0,10,49,13,0
239,2014,Marcel Siem,12,70,71,72,70,283,3,156679,16,20,16,12,33,61,293.8,22,49,2,30.8,123,47,-1,7,-3,0,12,46,13,0
240,2014,Kevin Na,12,68,69,73,73,283,3,156679,2,3,7,12,45,2,278.5,51,48,5,30.3,121,35,0,7,-4,1,11,47,10,0
241,2014,Ian Poulter,17,70,70,74,70,284,4,118234,16,14,23,17,41,21,285.1,38,43,31,29.8,119,26,-1,8,-3,0,10,48,14,0
242,2014,J.B. Holmes,17,70,71,72,71,284,4,118234,16,20,16,17,37,45,318.5,2,45,18,29.5,118,20,4,3,-3,0,14,41,16,0
243,2014,Brendon Todd,17,69,67,79,69,284,4,118234,6,2,30,17,45,2,276.4,58,45,18,30.0,120,32,2,6,-4,0,12,46,12,0
244,2014,Jordan Spieth,17,69,70,72,73,284,4,118234,6,10,10,17,38,40,296.0,20,43,31,28.5,114,10,6,1,-3,0,11,46,15,0
245,2014,Steve Stricker,21,70,71,73,71,285,5,98598,16,20,23,21,40,30,276.1,59,35,61,27.8,111,4,4,3,-2,0,10,47,15,0
246,2014,Cody Gribble,21,72,72,72,69,285,5,98598,50,44,35,21,41,21,277.5,55,46,10,30.5,122,42,0,6,-1,0,9,49,14,0
247,2014,Aaron Baddeley,23,70,71,73,72,286,6,79968,16,20,23,23,30,66,290.6,27,37,57,27.8,111,4,1,7,-2,0,10,48,13,0
248,2014,Francesco Molinari,23,69,71,72,74,286,6,79968,6,14,14,23,39,36,277.5,55,46,10,30.8,123,47,2,5,-1,0,10,46,16,0
249,2014,Shiv Kapur,23,73,70,71,72,286,6,79968,68,33,23,23,45,2,262.9,65,41,50,29.0,116,14,1,7,-2,0,11,46,14,0
250,2014,Rory McIlroy,23,71,68,74,73,286,6,79968,36,10,16,23,43,9,306.4,6,47,8,31.3,125,54,3,3,0,0,9,49,13,0
251,2014,Billy Horschel,23,75,68,73,70,286,6,79968,106,33,35,23,40,30,287.0,35,43,31,29.8,119,26,0,7,-1,1,11,43,15,0
252,2014,Phil Mickelson,28,70,73,72,72,287,7,59588,16,33,30,28,32,64,301.9,8,44,24,30.3,121,35,5,4,-2,0,9,48,14,0
253,2014,Kenny Perry,28,74,69,74,70,287,7,59588,88,33,42,28,42,16,289.5,29,43,31,29.5,118,20,5,3,-1,1,10,44,15,0
254,2014,Brendon De Jonge,28,68,70,73,76,287,7,59588,2,5,10,28,49,1,282.1,44,45,18,30.5,122,42,2,8,-3,0,12,42,17,0
255,2014,Graeme McDowell,28,68,74,75,70,287,7,59588,2,27,42,28,40,30,278.0,53,46,10,30.5,122,42,1,9,-3,1,8,47,15,0
256,2014,Victor Dubuisson,28,70,72,70,75,287,7,59588,16,27,14,28,40,30,296.8,18,42,44,29.5,118,20,3,9,-5,1,8,47,15,0
257,2014,Chris Kirk,28,71,68,72,76,287,7,59588,36,10,10,28,41,21,288.8,31,48,5,31.3,125,54,1,7,-1,0,8,51,11,0
258,2014,Daniel Berger,28,72,71,78,66,287,7,59588,50,33,57,28,41,21,294.6,21,49,2,32.0,128,63,6,-1,2,0,11,44,16,0
259,2014,Ernie Els,35,74,70,72,72,288,8,46803,88,44,35,35,37,45,288.4,32,42,44,29.8,119,26,6,1,1,0,13,40,17,0
260,2014,Sergio Garcia,35,73,71,72,72,288,8,46803,68,44,35,35,45,2,292.9,23,42,44,30.0,120,32,2,11,-5,0,9,47,15,0
261,2014,Bill Haas,35,72,72,71,73,288,8,46803,50,44,30,35,39,36,280.5,49,44,24,30.8,123,47,5,5,-2,1,8,45,18,0
262,2014,Hideki Matsuyama,35,69,71,74,74,288,8,46803,6,14,23,35,40,30,298.5,13,41,50,29.3,117,16,-1,12,-3,0,11,44,15,0
263,2014,Patrick Reed,35,71,72,73,72,288,8,46803,36,33,35,35,36,54,297.4,16,35,61,28.0,112,6,0,12,-4,1,8,47,14,0
264,2014,Zach Johnson,40,71,74,72,72,289,9,37754,36,60,42,40,43,9,277.8,54,49,2,31.5,126,57,2,9,-2,1,8,47,13,0
265,2014,Louis Oosthuizen,40,71,73,78,67,289,9,37754,36,44,61,40,36,54,289.5,29,42,44,30.3,121,35,1,9,-1,0,8,48,15,0
266,2014,Garth Mulroy,40,71,72,70,76,289,9,37754,36,33,16,40,34,58,285.1,38,33,65,28.0,112,6,2,10,-3,0,12,42,15,0
267,2014,Lucas Bjerregaard,40,70,72,72,75,289,9,37754,16,27,23,40,34,58,290.5,28,43,31,30.3,121,35,1,10,-2,1,6,50,13,0
268,2014,Zac Blair,40,71,74,73,71,289,9,37754,36,60,46,40,38,40,271.6,62,34,64,27.0,108,2,1,7,1,0,8,48,15,0
269,2014,Retief Goosen,45,73,71,71,75,290,10,30828,68,44,30,45,39,36,283.9,41,40,54,31.0,124,52,4,11,-5,0,8,48,14,0
270,2013,Justin Rose,1,71,69,71,70,281,1,1440000,16,3,5,1,42,2,300.4,15,50,7,30.0,120,16,0,3,-2,0,15,41,16,0
271,2013,Phil Mickelson,2,67,72,70,74,283,3,696104,1,1,1,2,38,21,288.8,44,54,1,32.3,129,58,2,2,-1,1,9,50,10,0
272,2013,Jason Day,2,70,74,68,71,283,3,696104,6,20,8,2,34,41,312.0,2,47,20,29.0,116,2,-1,5,-1,0,15,39,18,0
273,2013,Ernie Els,4,71,72,73,69,285,5,291406,16,13,16,4,31,63,290.9,38,43,47,29.8,119,13,1,7,-3,0,13,43,14,0
274,2013,Hunter Mahan,4,72,69,69,75,285,5,291406,33,6,2,4,49,1,302.6,13,44,37,29.8,119,13,1,5,-1,0,9,51,10,0
275,2013,Jason Dufner,4,74,71,73,67,285,5,291406,68,31,25,4,42,2,299.6,18,50,7,30.3,121,19,1,3,1,0,12,45,14,0
276,2013,Billy Horschel,4,72,67,72,74,285,5,291406,33,1,5,4,40,10,298.5,19,53,3,32.3,129,58,6,-1,0,0,9,49,14,0
277,2013,Steve Stricker,8,71,69,70,76,286,6,210006,16,3,2,8,38,21,291.8,31,52,4,31.0,124,34,3,0,3,0,10,50,9,0
278,2013,Luke Donald,8,68,72,71,75,286,6,210006,2,3,5,8,42,2,272.3,67,44,37,29.3,117,4,-2,6,2,0,15,38,17,0
279,2013,Nicolas Colsaerts,10,69,72,74,72,287,7,168530,4,6,11,10,34,41,304.9,6,49,11,31.5,126,42,4,7,-4,1,10,45,14,0
280,2013,Gonzalo Fernandez-Castano,10,71,72,72,72,287,7,168530,16,13,11,10,32,57,283.3,57,49,11,31.5,126,42,-2,10,-1,0,11,44,16,0
281,2013,Rickie Fowler,10,70,76,67,74,287,7,168530,6,37,9,10,36,34,296.3,25,48,17,30.5,122,25,1,7,-1,0,12,43,15,0
282,2013,Hideki Matsuyama,10,71,75,74,67,287,7,168530,16,37,39,10,36,34,291.6,33,50,7,31.5,126,42,2,7,-2,0,10,47,13,0
283,2013,Charl Schwartzel,14,70,71,69,78,288,8,144444,6,6,2,14,37,29,304.8,7,46,26,30.8,123,30,2,5,1,0,14,38,18,0
284,2013,Lee Westwood,15,70,77,69,73,289,9,132453,6,44,16,15,34,41,291.5,34,42,51,29.8,119,13,0,6,3,0,13,39,18,0
285,2013,John Senden,15,70,71,74,74,289,9,132453,6,6,11,15,41,6,288.5,45,44,37,30.3,121,19,4,7,-2,0,14,38,17,0
286,2013,Brandt Snedeker,17,74,74,70,72,290,10,115591,68,56,25,17,32,57,289.4,40,47,20,30.5,122,25,2,3,5,0,6,53,10,0
287,2013,John Huh,17,71,73,75,71,290,10,115591,16,20,31,17,40,10,285.3,51,50,7,32.8,131,65,2,9,-1,0,12,40,18,0
288,2013,David Lingmerth,17,74,71,71,74,290,10,115591,68,31,16,17,33,50,289.9,39,39,64,29.5,118,7,4,9,-3,0,9,45,17,0
289,2013,Michael Kim,17,73,70,71,76,290,10,0,46,13,10,17,35,38,269.1,71,44,37,30.0,120,16,4,4,2,0,13,40,15,0
290,2013,Mathew Goggin,21,68,74,76,73,291,11,86579,2,10,25,21,30,68,284.4,55,43,47,29.3,117,4,2,9,0,0,8,49,11,0
291,2013,Padraig Harrington,21,73,71,75,72,291,11,86579,46,20,31,21,31,63,294.1,28,41,57,29.5,118,7,5,8,-2,0,6,53,10,0
292,2013,Henrik Stenson,21,74,68,73,76,291,11,86579,68,10,11,21,34,41,291.9,30,45,31,31.0,124,34,4,10,-3,0,12,40,17,0
293,2013,Bo Van Pelt,21,73,71,72,75,291,11,86579,46,20,16,21,37,29,285.3,51,47,20,31.3,125,37,2,7,2,0,9,45,17,0
294,2013,Ian Poulter,21,71,71,73,76,291,11,86579,16,10,11,21,40,10,278.0,62,49,11,31.8,127,47,0,11,0,0,9,47,13,0
295,2013,David Hearn,21,78,69,73,71,291,11,86579,132,44,39,21,39,15,289.0,43,46,26,30.5,122,25,5,6,0,0,10,46,11,0
296,2013,Martin Laird,21,74,73,76,68,291,11,86579,68,44,55,21,34,41,304.0,8,41,57,30.0,120,16,6,7,-2,0,10,45,13,0
297,2013,Mike Weir,28,72,76,75,69,292,12,60183,33,56,55,28,36,34,273.3,64,36,69,28.8,115,1,4,9,-1,0,12,39,18,0
298,2013,Matt Kuchar,28,74,73,72,73,292,12,60183,68,44,31,28,38,21,287.3,47,41,57,30.3,121,19,4,6,2,0,6,49,16,0
299,2013,John Parry,28,76,71,72,73,292,12,60183,106,44,31,28,32,57,279.5,58,38,65,29.5,118,7,4,7,1,0,6,48,18,0
300,2013,Morten Orum Madsen,28,74,74,70,74,292,12,60183,68,56,25,28,40,10,298.5,19,44,37,32.0,128,53,4,7,1,0,9,42,21,0
301,2013,Tiger Woods,32,73,70,76,74,293,13,47246,46,13,31,32,39,15,303.8,10,47,20,32.0,128,53,3,10,0,0,10,41,20,0
302,2013,Paul Lawrie,32,76,71,69,77,293,13,47246,106,44,16,32,33,50,279.0,60,42,51,30.8,123,30,7,6,0,1,9,42,17,0
303,2013,Geoff Ogilvy,32,74,70,77,72,293,13,47246,68,20,44,32,35,38,285.6,50,44,37,30.8,123,30,1,11,1,0,13,37,18,0
304,2013,K.J. Choi,32,70,76,75,72,293,13,47246,6,37,44,32,30,68,263.4,73,47,20,31.5,126,42,3,8,2,0,9,44,17,0
305,2013,Edward Loar,32,73,71,73,76,293,13,47246,46,20,23,32,37,29,301.8,14,45,31,30.8,123,30,2,12,-1,1,8,43,17,0
306,2013,Jamie Donaldson,32,73,73,73,74,293,13,47246,46,37,31,32,39,15,296.9,23,44,37,31.3,125,37,5,9,-1,0,11,41,17,0
307,2013,Bubba Watson,32,71,76,70,76,293,13,47246,16,44,23,32,34,41,316.1,1,49,11,31.8,127,47,5,10,-2,0,7,48,14,0
308,2013,Webb Simpson,32,71,75,75,72,293,13,47246,16,37,44,32,41,6,291.4,35,51,5,33.0,132,69,4,10,-1,0,12,40,16,0
309,2013,Kevin Chappell,32,72,76,74,71,293,13,47246,33,56,52,32,41,6,292.6,29,47,20,31.8,127,47,4,7,2,0,10,42,18,0
310,2013,Jerry Kelly,41,70,73,75,76,294,14,37324,6,13,25,41,41,6,268.9,72,44,37,31.8,127,47,2,15,-3,0,8,45,16,0
311,2013,Carl Pettersson,41,72,75,74,73,294,14,37324,33,44,44,41,33,50,289.1,42,36,69,29.0,116,2,1,10,3,0,12,38,18,0
312,2013,Rory McIlroy,41,73,70,75,76,294,14,37324,46,13,25,41,42,2,296.9,23,42,51,30.3,121,19,4,10,0,0,10,42,18,0
313,2013,Scott Langley,41,75,70,75,74,294,14,37324,88,31,39,41,39,15,272.9,66,46,26,32.0,128,53,6,6,2,0,10,41,18,0
314,2013,Charley Hoffman,45,71,73,72,79,295,15,28961,16,20,16,45,30,68,295.4,27,35,71,29.5,118,7,0,16,-1,0,13,35,21,0
315,2012,Webb Simpson,1,72,73,68,68,281,1,1440000,23,29,8,1,31,13,278.9,53,42,16,28.5,114,18,0,2,-1,0,13,46,12,0
316,2012,Graeme McDowell,2,69,72,68,73,282,2,695916,2,4,1,2,32,10,281.3,47,42,16,28.8,115,23,0,5,-3,0,13,44,15,0
317,2012,Michael Thompson,2,66,75,74,67,282,2,695916,1,4,18,2,26,36,279.8,52,39,32,26.8,107,1,-2,4,0,0,16,41,12,0
318,2012,David Toms,4,69,70,76,68,283,3,276841,2,1,18,4,30,15,280.1,49,42,16,28.8,115,23,0,5,-2,0,10,50,11,0
319,2012,Jim Furyk,4,70,69,70,74,283,3,276841,7,1,1,4,25,47,273.0,64,48,2,30.3,121,50,-1,3,1,0,7,55,10,0
320,2012,Padraig Harrington,4,74,70,71,68,283,3,276841,52,18,18,4,28,27,292.8,18,39,32,27.5,110,6,-3,7,-1,0,13,45,12,0
321,2012,Jason Dufner,4,72,71,70,70,283,3,276841,23,9,8,4,32,10,280.1,49,50,1,31.0,124,64,1,2,0,0,10,50,11,0
322,2012,John Peterson,4,71,70,72,70,283,3,276841,15,4,8,4,32,10,282.9,37,44,9,29.8,119,40,-1,4,0,1,12,44,13,0
323,2012,Ernie Els,9,75,69,68,72,284,4,200280,74,18,4,9,19,70,290.8,23,38,40,27.8,111,8,3,1,0,3,10,42,15,0
324,2012,Retief Goosen,10,75,70,69,71,285,5,163594,74,29,14,10,30,15,267.9,67,33,65,27.3,109,3,0,7,-2,1,9,46,16,0
325,2012,Lee Westwood,10,73,72,67,73,285,5,163594,40,29,4,10,28,27,307.5,5,42,16,29.0,116,26,4,4,-3,1,10,46,13,0
326,2012,John Senden,10,72,73,68,72,285,5,163594,23,29,8,10,34,3,282.3,42,46,4,30.8,123,61,3,3,-1,0,10,48,13,0
327,2012,Casey Wittenberg,10,71,77,67,70,285,5,163594,15,59,18,10,30,15,294.3,16,43,10,30.3,121,50,2,2,1,1,7,50,14,0
328,2012,Kevin Chappell,10,74,71,68,72,285,5,163594,52,29,8,10,24,53,299.6,9,46,4,30.5,122,58,-2,6,1,0,6,55,11,0
329,2012,Steve Stricker,15,76,68,73,69,286,6,118969,93,18,32,15,24,53,276.8,55,37,51,28.8,115,23,2,8,-4,1,8,47,16,0
330,2012,Freddie Jacobson,15,72,71,68,75,286,6,118969,23,9,3,15,21,69,301.0,8,37,51,28.3,113,13,-2,7,1,0,12,42,18,0
331,2012,K.J. Choi,15,73,70,74,69,286,6,118969,40,9,32,15,27,33,269.4,66,38,40,28.3,113,13,3,4,-1,1,7,51,11,0
332,2012,Adam Scott,15,76,70,70,70,286,6,118969,93,42,27,15,23,58,308.0,4,41,26,30.3,121,50,2,6,-2,0,11,44,17,0
333,2012,Martin Kaymer,15,74,71,69,72,286,6,118969,52,29,14,15,26,36,309.3,3,38,40,27.3,109,3,5,2,-1,0,14,43,10,0
334,2012,Aaron Watkins,15,72,71,72,71,286,6,118969,23,9,18,15,37,2,288.0,28,42,16,29.0,116,26,-1,10,-3,0,13,42,15,0
335,2012,Tiger Woods,21,69,70,75,73,287,7,86348,2,1,14,21,33,6,287.4,30,45,7,30.8,123,61,1,7,-1,0,10,46,15,0
336,2012,Raphael Jacquelin,21,72,71,73,71,287,7,86348,23,9,27,21,24,53,274.9,60,42,16,30.0,120,44,8,1,-2,0,12,42,17,0
337,2012,Justin Rose,21,69,75,71,72,287,7,86348,2,18,18,21,34,3,291.4,20,48,2,30.5,122,58,-1,9,-1,0,10,46,15,0
338,2012,Nick Watney,21,69,75,73,70,287,7,86348,2,18,32,21,26,36,302.4,6,38,40,29.0,116,26,4,7,-4,1,11,40,19,0
339,2012,Blake Adams,21,72,70,70,75,287,7,86348,23,8,4,21,24,53,271.6,65,36,55,27.8,111,8,0,8,-1,1,12,40,17,0
340,2012,Jordan Spieth,21,74,74,69,70,287,7,0,52,59,32,21,29,20,286.6,32,36,55,28.3,113,13,-4,10,1,0,11,43,18,0
341,2012,Matt Kuchar,27,70,73,71,74,288,8,68943,7,9,14,27,33,6,302.3,7,43,10,30.0,120,44,5,2,1,0,9,47,15,0
342,2012,Nicolas Colsaerts,27,72,69,71,76,288,8,68943,23,4,4,27,23,58,339.3,1,36,55,27.5,110,6,6,1,1,0,9,48,13,0
343,2012,Davis Love III,29,73,74,73,69,289,9,53168,40,51,56,29,26,36,296.6,11,36,55,29.5,118,35,6,4,-1,1,9,43,18,0
344,2012,Robert Karlsson,29,70,75,72,72,289,9,53168,7,29,32,29,29,20,294.4,15,43,10,30.0,120,44,1,7,1,1,8,45,17,0
345,2012,Charlie Wi,29,74,70,71,74,289,9,53168,52,18,18,29,24,53,296.6,11,33,65,27.3,109,3,1,7,1,0,12,40,19,0
346,2012,Francesco Molinari,29,71,76,72,70,289,9,53168,15,51,47,29,39,1,260.1,71,38,40,28.5,114,18,0,8,1,0,13,41,14,0
347,2012,Alistair Presnell,29,70,74,75,70,289,9,53168,7,18,47,29,29,20,280.0,51,30,72,27.0,108,2,3,8,-2,0,9,47,14,0
348,2012,Kevin Na,29,74,71,71,73,289,9,53168,52,29,27,29,27,33,274.8,61,39,32,29.3,117,32,2,7,0,0,8,49,13,0
349,2012,Morgan Hoffmann,29,72,74,73,70,289,9,53168,23,42,47,29,23,58,291.1,21,37,51,28.0,112,11,-1,11,-1,0,11,43,16,0
350,2012,Scott Langley,29,76,70,70,73,289,9,53168,93,42,27,29,26,36,286.8,31,46,4,30.0,120,44,5,5,-1,0,8,49,14,0
351,2012,Beau Hossler,29,70,73,70,76,289,9,0,7,9,8,29,26,36,289.6,25,39,32,28.3,113,13,5,4,0,0,13,39,18,0
352,2012,Sergio Garcia,38,73,71,71,75,290,10,44144,40,18,18,38,33,6,252.6,72,40,27,28.5,114,18,5,4,1,0,8,47,16,0
353,2012,Hunter Mahan,38,72,71,73,74,290,10,44144,23,9,27,38,28,27,297.9,10,42,16,30.0,120,44,0,8,2,0,11,44,14,0
354,2012,Charl Schwartzel,38,73,70,74,73,290,10,44144,40,9,32,38,28,27,292.5,19,38,40,29.3,117,32,5,5,0,0,12,39,20,0
355,2012,Alex Cejka,41,78,69,70,74,291,11,38816,125,51,32,41,33,6,282.6,38,39,32,29.8,119,40,3,9,-1,1,10,39,21,0
356,2012,Zach Johnson,41,77,70,73,71,291,11,38816,109,51,56,41,30,15,282.4,41,43,10,31.3,125,70,1,12,-2,0,10,43,17,0
357,2012,Ian Poulter,41,70,75,73,73,291,11,38816,7,29,42,41,22,65,273.3,62,32,70,27.8,111,8,5,5,1,1,4,50,17,0
358,2012,Rickie Fowler,41,72,76,71,72,291,11,38816,23,59,47,41,25,47,285.1,35,38,40,29.0,116,26,4,10,-3,1,8,47,12,0
359,2012,Patrick Cantlay,41,76,72,71,72,291,11,0,93,59,47,41,27,33,289.8,24,40,27,29.5,118,35,3,7,1,1,13,33,24,0
360,2011,Rory McIlroy,1,65,66,68,69,268,-16,1440000,1,1,1,1,36,26,310.6,7,62,1,29.8,119,29,0,-11,-5,1,19,48,3,0
361,2011,Jason Day,2,71,72,65,68,276,-8,865000,22,25,3,2,27,65,302.9,23,50,14,29.0,116,15,-5,1,-4,0,14,53,4,0
362,2011,Lee Westwood,3,75,68,65,70,278,-6,364241,84,25,3,3,37,19,311.3,6,45,47,28.0,112,4,-4,2,-4,1,14,47,10,0
363,2011,Robert Garrigus,3,70,70,68,70,278,-6,364241,10,3,3,3,32,47,314.8,5,47,35,28.5,114,9,-1,-3,-2,0,15,48,9,0
364,2011,Y.E. Yang,3,68,69,70,71,278,-6,364241,2,2,2,3,36,26,297.1,38,48,26,28.0,112,4,-4,4,-6,0,14,50,8,0
365,2011,Kevin Chappell,3,76,67,69,66,278,-6,364241,111,25,15,3,37,19,295.8,45,51,10,30.0,120,35,-2,2,-6,1,17,41,13,0
366,2011,Sergio Garcia,7,69,71,69,70,279,-5,228416,4,3,6,7,29,61,305.0,17,53,5,30.3,121,44,-2,2,-5,0,14,49,9,0
367,2011,Peter Hanson,7,72,71,69,67,279,-5,228416,34,25,15,7,32,47,299.4,30,44,54,27.8,111,3,-2,4,-7,1,15,44,12,0
368,2011,Louis Oosthuizen,9,69,73,71,67,280,-4,192962,4,15,21,9,39,10,301.1,25,49,20,29.8,119,29,2,1,-7,1,17,41,11,0
369,2011,Charl Schwartzel,9,68,74,72,66,280,-4,192962,2,15,27,9,40,6,304.5,19,51,10,29.8,119,29,-3,2,-3,0,14,48,10,0
370,2011,Davis Love III,11,70,71,70,70,281,-3,163083,10,8,10,11,31,50,306.1,13,50,14,30.0,120,35,1,2,-6,0,16,43,13,0
371,2011,Heath Slocum,11,71,70,70,70,281,-3,163083,22,8,10,11,46,2,286.6,62,49,20,29.0,116,15,-1,2,-4,0,12,52,7,0
372,2011,Brandt Snedeker,11,70,70,72,69,281,-3,163083,10,3,15,11,33,43,292.8,51,52,8,29.8,119,29,2,-1,-4,0,13,50,8,0
373,2011,Freddie Jacobson,14,74,69,66,73,282,-2,129517,62,25,6,14,30,56,292.3,53,49,20,28.8,115,12,0,2,-4,0,17,42,11,0
374,2011,Matt Kuchar,14,72,68,69,73,282,-2,129517,34,3,6,14,35,36,293.1,50,44,54,28.0,112,4,2,2,-6,0,16,44,10,0
375,2011,Bo Van Pelt,14,76,67,68,71,282,-2,129517,111,25,10,14,37,19,298.9,32,55,4,32.0,128,69,5,-3,-4,0,11,53,7,0
376,2011,Graeme McDowell,14,70,74,69,69,282,-2,129517,10,33,21,14,40,6,299.0,31,57,2,32.0,128,69,0,4,-6,1,10,52,8,0
377,2011,Webb Simpson,14,75,71,66,70,282,-2,129517,84,56,15,14,36,26,307.0,11,44,54,27.5,110,1,1,0,-3,0,15,44,13,0
378,2011,Steve Stricker,19,75,69,69,70,283,-1,105905,84,33,21,19,36,26,294.5,47,45,47,28.8,115,12,-1,6,-6,0,18,39,13,0
379,2011,Johan Edfors,19,70,72,74,67,283,-1,105905,10,15,36,19,27,65,296.9,40,49,20,29.0,116,15,-2,4,-3,1,15,40,16,0
380,2011,Ryan Palmer,21,69,72,73,70,284,0,97242,4,8,27,21,28,63,305.6,14,48,26,29.3,117,22,0,2,-2,0,13,47,11,0
381,2011,Patrick Cantlay,21,75,67,70,72,284,0,0,84,15,15,21,32,47,304.3,20,46,42,28.5,114,9,2,1,-3,0,15,43,13,0
382,2011,Brandt Jobe,23,71,70,70,74,285,1,76455,22,8,10,23,37,19,305.1,15,47,35,29.8,119,29,1,4,-4,1,13,42,16,0
383,2011,Retief Goosen,23,73,73,71,68,285,1,76455,45,56,41,23,37,19,298.4,33,47,35,30.0,120,35,1,4,-4,0,14,44,13,0
384,2011,Henrik Stenson,23,70,72,69,74,285,1,76455,10,15,10,23,39,10,292.3,53,44,54,29.0,116,15,0,2,-1,0,13,45,14,0
385,2011,Bill Haas,23,73,73,68,71,285,1,76455,45,56,27,23,38,16,300.6,26,52,8,30.8,123,52,-1,4,-2,0,12,47,13,0
386,2011,Robert Rock,23,70,71,76,68,285,1,76455,10,8,41,23,39,10,298.1,36,48,26,30.0,120,35,7,-2,-4,1,12,46,11,0
387,2011,Dustin Johnson,23,75,71,69,70,285,1,76455,84,56,33,23,37,19,315.0,4,48,26,29.3,117,22,4,5,-8,0,12,50,8,0
388,2011,Gary Woodland,23,73,71,73,68,285,1,76455,45,33,41,23,36,26,318.8,3,50,14,30.5,122,46,-1,2,0,0,12,48,11,0
389,2011,John Senden,30,70,72,72,72,286,2,50436,10,15,27,30,40,6,296.8,41,46,42,30.0,120,35,3,0,-1,0,12,46,14,0
390,2011,Harrison Frazar,30,72,73,68,73,286,2,50436,34,44,21,30,26,70,300.4,27,48,26,30.5,122,46,1,2,-1,0,10,52,8,0
391,2011,Gregory Havret,30,77,69,71,69,286,2,50436,127,56,41,30,43,3,285.6,63,53,5,31.3,125,61,1,5,-4,0,12,47,12,0
392,2011,Rory Sabbatini,30,72,73,70,71,286,2,50436,34,44,33,30,31,50,289.9,58,51,10,30.8,123,52,0,4,-2,0,11,49,11,0
393,2011,Zach Johnson,30,71,69,72,74,286,2,50436,22,3,15,30,39,10,283.3,68,46,42,30.0,120,35,4,0,-2,1,10,47,14,0
