,0,1
0,Phil Mickelson,1
1,David Hearn,2
2,Aaron Baddeley,3
3,Bryce Molder,4
4,Steve Stricker,4
5,Greg Chalmers,4
6,Charlie Wi,7
7,Chris Kirk,7
8,Jordan Spieth,9
9,Brandt Snedeker,9
10,Justin Leonard,11
11,Tiger Woods,12
12,Ryan Palmer,12
13,Jason Bohn,14
14,Brian Davis,15
15,Charley Hoffman,16
16,Brian Gay,17
17,Sangmoon Bae,17
18,Rory McIlroy,19
19,Billy Horschel,20
20,Charl Schwartzel,21
21,Mike Weir,21
22,James Driscoll,21
23,Morgan Hoffmann,21
24,Luke Donald,25
25,Harris English,26
26,James Hahn,26
27,Matt Kuchar,28
28,Sergio Garcia,28
29,Doug LaBelle II,30
30,Rickie Fowler,31
31,Matt Every,32
32,Jeff Overton,33
33,Charles Howell III,34
34,Daniel Summerhays,35
35,Jimmy Walker,36
36,Robert Garrigus,36
37,Webb Simpson,38
38,Jason Day,38
39,Andres Romero,40
40,Freddie Jacobson,40
41,Patrick Reed,40
42,Chris Stroud,43
43,Kevin Stadler,44
44,Russell Henley,44
45,Gary Woodland,46
46,Camilo Villegas,47
47,Stephen Ames,47
48,Peter Hanson,49
49,D.H. Lee,49
50,Carl Pettersson,49
51,Brian Harman,52
52,Jim Furyk,52
53,Bob Estes,54
54,Vaughn Taylor,54
55,Rory Sabbatini,54
56,Fabián Gómez,54
57,Aaron Watkins,58
58,Ernie Els,58
59,Matt Jones,60
60,Keegan Bradley,60
61,Scott Piercy,62
62,David Toms,62
63,Jerry Kelly,64
64,John Rollins,64
65,Ken Duke,64
66,Pat Perez,64
67,Brendon de Jonge,64
68,Jason Kokrak,64
69,David Lingmerth,64
70,Roberto Castro,71
71,Scott Stallings,72
72,Adam Scott,72
73,D.A. Points,72
74,John Merrick,75
75,William McGirt,75
76,Colt Knost,77
77,Bill Haas,77
78,Martin Flores,79
79,David Lynn,79
80,Dustin Johnson,79
81,Tag Ridings,82
82,Jonas Blixt,82
83,Josh Teater,82
84,Chez Reavie,82
85,Tommy Gainey,86
86,Brad Fritsch,86
87,Jason Dufner,88
88,Steven Bowditch,88
89,Justin Rose,88
90,"Ted Potter, Jr.",91
91,Cameron Tringale,91
92,Richard Lee,93
93,Luke Guthrie,93
94,Justin Bolli,93
95,Zach Johnson,93
96,Tim Herron,93
97,Henrik Stenson,98
98,Ian Poulter,99
99,Bo Van Pelt,99
100,Hunter Mahan,99
101,Bud Cauley,102
102,Shawn Stefani,103
103,Scott Brown,103
104,Erik Compton,105
105,Ryan Moore,105
106,Stuart Appleby,105
107,Dicky Pride,105
108,Ben Crane,109
109,Tim Clark,109
110,Cameron Percy,109
111,Kevin Streelman,109
112,Marc Leishman,109
113,Y.E. Yang,114
114,Robert Streb,114
115,Scott Langley,116
116,Brian Stuard,116
117,K.J. Choi,116
118,Andrew Svoboda,116
119,Darron Stiles,116
120,Jeff Maggert,116
121,Seung-Yul Noh,122
122,Justin Hicks,123
123,Henrik Norlander,123
124,Bubba Watson,125
125,Scott Gardiner,126
126,Jin Park,127
127,Rod Pampling,127
128,Casey Wittenberg,129
129,Nicholas Thompson,129
130,Brendan Steele,129
131,Kevin Chappell,129
132,Graham DeLaet,133
133,D.J. Trahan,133
134,George McNeill,135
135,Luke List,135
136,Troy Matteson,137
137,Martin Laird,137
138,Alistair Presnell,137
139,Graeme McDowell,137
140,Brandt Jobe,137
141,David Mathis,137
142,Michael Thompson,137
