Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank2,Hit3,Rank4,Avg,Tot5,Rank6,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
2015,Jason Bohn,37,74,71,66,74,285,-3,39200,71,61,24,37,38,16,275.1,76,47,36,28.5,114,40,0,0,-3,0,14,47,11,0
2015,Boo Weekley,37,75,70,65,75,285,-3,39200,86,61,17,37,34,39,300,13,50,21,29,116,50,-2,1,-2,0,16,44,11,0
2015,Charl Schwartzel,37,73,69,68,75,285,-3,39200,55,27,17,37,43,2,299.4,15,51,15,29.3,117,53,2,3,-8,1,17,39,14,0
2015,Ryan Moore,37,73,70,75,67,285,-3,39200,55,37,64,37,40,11,280.4,68,49,28,29,116,50,1,3,-7,1,13,46,12,0
2015,Hideki Matsuyama,37,70,70,71,74,285,-3,39200,15,15,24,37,31,60,284.6,60,45,49,27.5,110,21,1,3,-7,0,19,40,11,0
2015,Lee Westwood,43,72,72,70,72,286,-2,30000,39,50,44,43,35,35,295.8,27,49,28,29.3,117,53,-1,0,-1,0,17,42,11,0
2015,Luke Donald,43,72,70,70,74,286,-2,30000,39,27,30,43,31,60,272.5,77,43,60,26.5,106,8,1,0,-3,0,13,50,7,0
2015,Hunter Mahan,43,72,68,73,73,286,-2,30000,39,15,36,43,34,39,295.9,26,51,15,29.5,118,61,4,-1,-5,0,14,47,10,0
2014,Rory McIlroy,1,66,67,67,68,268,-16,1800000,4,1,1,1,41,10,315.6,1,50,14,27.3,109,13,2,-9,-9,2,21,41,7,0
2014,Phil Mickelson,2,69,67,67,66,269,-15,1080000,20,7,4,2,35,47,290.8,34,46,42,26.8,107,5,-2,-3,-10,1,21,42,8,0
2014,Henrik Stenson,3,66,71,67,66,270,-14,580000,4,9,6,3,40,17,290.6,35,51,13,27,108,9,0,-5,-9,0,21,44,7,0
2014,Rickie Fowler,3,69,66,67,68,270,-14,580000,20,4,3,3,38,31,302.6,6,48,30,26.8,107,5,-2,-3,-9,0,22,42,8,0
2014,Jim Furyk,5,66,68,72,66,272,-12,367500,4,2,13,5,46,3,276.6,69,50,14,27.8,111,20,-2,-5,-5,0,17,50,5,0
2014,Ryan Palmer,5,65,70,69,68,272,-12,367500,1,4,6,5,31,66,303.9,5,46,42,26.8,107,5,0,-2,-10,1,18,45,8,0
2014,Ernie Els,7,70,70,68,65,273,-11,263000,35,26,23,7,38,31,292.4,28,47,32,27.3,109,13,-5,1,-7,1,18,44,9,0
2014,Steve Stricker,7,69,68,68,68,273,-11,263000,20,9,10,7,34,55,288,42,50,14,27.8,111,20,-1,-8,-2,0,17,49,6,0
2014,Hunter Mahan,7,70,71,65,67,273,-11,263000,35,38,13,7,38,31,293.8,27,55,1,28.8,115,39,0,-8,-3,0,16,51,5,0
2014,Mikko Ilonen,7,67,68,69,69,273,-11,263000,9,4,6,7,39,24,284.9,52,44,54,26,104,3,-5,0,-6,0,19,46,6,0
2014,Jimmy Walker,7,69,71,68,65,273,-11,263000,20,26,23,7,26,73,301.4,8,49,22,27.8,111,20,-1,-6,-4,0,18,47,7,0
2014,Victor Dubuisson,7,69,68,70,66,273,-11,263000,20,9,19,7,39,24,300.5,9,48,30,27.5,110,16,-1,0,-10,1,16,48,7,0
2014,Brandt Snedeker,13,73,68,66,67,274,-10,191000,93,38,19,13,41,10,287.8,43,43,62,26.5,106,4,-6,2,-6,0,22,40,8,0
2014,Kevin Chappell,13,65,74,67,68,274,-10,191000,1,17,13,13,45,4,298.9,12,55,1,29.5,118,55,0,-6,-4,0,15,53,3,0
2014,Lee Westwood,15,65,72,69,69,275,-9,127889,1,9,13,15,37,38,294,26,50,14,26.8,107,5,-3,0,-6,1,19,42,8,0
2014,Adam Scott,15,71,69,66,69,275,-9,127889,54,26,13,15,28,72,304.3,4,50,14,28.5,114,35,-3,0,-6,0,16,49,7,0
2014,Marc Warren,15,71,71,66,67,275,-9,127889,54,53,23,15,37,38,289.6,38,52,9,28.8,115,39,2,-2,-9,1,19,40,12,0
2014,Louis Oosthuizen,15,70,67,67,71,275,-9,127889,35,9,6,15,40,17,298,14,55,1,29.8,119,57,-3,-1,-5,0,20,41,11,0
2014,Charl Schwartzel,15,72,68,69,66,275,-9,127889,79,26,32,15,35,47,295.8,24,52,9,29.3,117,51,-3,2,-8,1,18,43,9,0
2014,Graham Delaet,15,69,68,68,70,275,-9,127889,20,9,10,15,34,55,299.3,11,52,9,29,116,46,-5,-1,-3,0,22,39,9,0
2014,Jason Day,15,69,65,69,72,275,-9,127889,20,2,4,15,35,47,296.6,21,55,1,30.3,121,66,-2,-1,-6,1,15,49,6,0
2014,Bernd Wiesberger,15,68,68,65,74,275,-9,127889,11,7,2,15,41,10,296.8,19,49,22,27.8,111,20,-2,-7,0,0,15,51,6,0
2014,Brooks Koepka,15,71,71,66,67,275,-9,127889,54,53,23,15,35,47,299.4,10,53,6,29.3,117,51,-2,-2,-5,1,18,42,11,0
2014,Justin Rose,24,70,72,67,67,276,-8,84000,35,53,32,24,42,7,297.5,18,49,22,29,116,46,-1,0,-7,0,20,41,10,0
2014,Jamie Donaldson,24,69,70,66,71,276,-8,84000,20,17,10,24,35,47,298.5,13,47,32,28,112,26,-1,1,-8,0,17,47,7,0
2014,Joost Luiten,26,68,69,69,71,277,-7,78000,11,9,13,26,38,31,281.6,56,49,22,28.3,113,31,1,1,-9,0,19,42,10,0
2014,Kenny Perry,27,72,69,69,68,278,-6,71000,79,38,38,27,39,24,281.1,57,53,6,30,120,60,-2,2,-6,1,14,47,10,0
2014,Jerry Kelly,27,67,74,70,67,278,-6,71000,9,38,42,27,40,17,277.5,66,45,47,27.5,110,16,2,-4,-4,0,17,44,11,0
2014,Bill Haas,27,71,68,68,71,278,-6,71000,54,17,19,27,35,47,292.1,30,44,54,27,108,9,3,-2,-7,0,17,45,9,0
2014,Danny Willett,30,68,73,66,72,279,-5,62000,11,38,19,30,31,66,290.9,33,38,69,25.3,101,1,0,-2,-3,1,12,51,7,0
2014,Thorbjorn Olesen,30,71,71,70,67,279,-5,62000,54,53,50,30,37,38,279.1,63,44,54,27,108,9,-3,3,-5,1,16,42,13,0
2014,Alexander Levy,30,69,71,68,71,279,-5,62000,20,26,23,30,35,47,297.6,16,46,42,28.5,114,35,-1,3,-7,0,17,44,10,0
2014,Daniel Summerhays,33,70,72,68,70,280,-4,54500,35,53,38,33,41,10,279.3,62,55,1,30.8,123,71,-2,3,-5,0,15,47,9,0
2014,Nick Watney,33,69,69,70,72,280,-4,54500,20,16,23,33,41,10,282.5,54,52,9,29.5,118,55,-1,2,-5,0,18,42,10,0
2014,Vijay Singh,35,71,68,73,69,281,-3,44920,54,17,50,35,40,17,285.4,51,44,54,29,116,46,0,5,-8,1,15,43,12,0
2014,Sergio Garcia,35,70,72,66,73,281,-3,44920,35,53,23,35,39,24,288.6,41,49,22,28.8,115,39,-2,4,-5,0,14,47,11,0
2014,Richard Sterne,35,70,69,72,70,281,-3,44920,35,17,42,35,44,5,289.8,37,50,14,30,120,60,1,2,-6,1,12,49,9,0
2014,Jonas Blixt,35,71,70,68,72,281,-3,44920,54,38,32,35,32,62,279,64,36,73,25.5,102,2,-1,2,-4,2,16,40,11,0
2014,Hideki Matsuyama,35,71,72,70,68,281,-3,44920,54,69,56,35,29,71,294.6,25,43,62,27.3,109,13,3,1,-7,1,17,39,14,0
2014,Brendon De Jonge,40,70,70,72,70,282,-2,33500,35,26,50,40,48,1,284.9,52,50,14,30,120,60,-1,4,-5,0,14,47,10,0
2014,Luke Donald,40,70,72,68,72,282,-2,33500,35,53,38,40,34,55,281.9,55,44,54,27.8,111,20,-1,1,-2,0,17,41,13,0
2014,Jason Bohn,40,71,71,71,69,282,-2,33500,54,53,56,40,44,5,276.9,68,53,6,30.8,123,71,0,1,-3,0,10,54,8,0
2014,Ryan Moore,40,73,68,67,74,282,-2,33500,93,38,23,40,42,7,277.6,65,47,32,28,112,26,-2,4,-4,0,16,43,12,0
2014,Koumei Oda,40,74,68,71,69,282,-2,33500,109,53,56,40,31,66,286.9,48,47,32,28.5,114,35,0,2,-4,0,15,46,9,0
2014,Brian Harman,40,71,69,69,73,282,-2,33500,54,26,32,40,41,10,291.3,32,46,42,29,116,46,0,1,-3,0,12,51,8,0
2013,Jason Dufner,1,68,63,71,68,270,-10,1445000,11,1,2,1,34,18,283.5,25,54,3,28.5,114,14,-2,-4,-4,1,16,48,6,0
2013,Jim Furyk,2,65,68,68,71,272,-8,865000,1,2,1,2,34,18,283.4,27,52,6,28.8,115,17,1,-7,-2,0,16,48,8,0
2013,Henrik Stenson,3,68,66,69,70,273,-7,545000,11,5,3,3,35,15,284.8,24,48,21,28.8,115,17,0,-2,-5,1,14,48,9,0
2013,Jonas Blixt,4,68,70,66,70,274,-6,385000,11,15,4,4,25,70,298.7,3,45,43,27.3,109,3,3,-7,-2,0,16,46,10,0
2013,Adam Scott,5,65,68,72,70,275,-5,304000,1,2,5,5,30,43,279.1,39,46,38,28.3,113,11,0,-3,-2,0,18,42,11,0
2013,Scott Piercy,5,67,71,72,65,275,-5,304000,5,15,21,5,25,70,283,28,52,6,29,116,25,-4,0,-1,0,19,39,14,0
2013,David Toms,7,71,69,69,67,276,-4,259000,50,28,12,7,34,18,277.7,46,49,16,28.8,115,17,-1,1,-4,0,17,43,11,0
2013,Zach Johnson,8,69,70,70,68,277,-3,206250,22,22,12,8,41,2,288.4,14,50,13,29.8,119,45,-2,1,-2,0,13,49,10,0
2013,Jason Day,8,67,71,72,67,277,-3,206250,5,15,21,8,26,68,282.4,29,48,21,28.3,113,11,-3,1,-1,0,15,46,10,0
2013,Rory McIlroy,8,69,71,67,70,277,-3,206250,22,28,7,8,28,57,287.3,17,48,21,28,112,8,-1,2,-4,0,18,42,10,0
2013,Dustin Johnson,8,72,71,65,69,277,-3,206250,74,60,9,8,36,13,283.5,25,51,8,29.3,117,33,1,-1,-3,0,16,45,9,0
2013,Steve Stricker,12,68,67,70,73,278,-2,132786,11,7,5,12,37,10,272.9,55,50,13,29.8,119,45,4,-5,-1,0,13,49,9,0
2013,Graeme McDowell,12,70,69,73,66,278,-2,132786,36,22,34,12,39,6,279,40,49,16,28.8,115,17,2,-1,-3,0,13,48,11,0
2013,Marc Warren,12,74,67,68,69,278,-2,132786,108,38,12,12,33,23,275.3,50,51,8,29.5,118,41,2,0,-4,0,15,45,11,0
2013,Boo Weekley,12,72,69,70,67,278,-2,132786,74,38,28,12,33,23,288.8,12,53,4,30.3,121,54,0,0,-2,0,14,48,8,0
2013,Marc Leishman,12,70,70,70,68,278,-2,132786,36,28,21,12,31,40,275.1,51,56,2,31,124,66,2,-3,-1,0,11,52,9,0
2013,Kevin Streelman,12,70,72,66,70,278,-2,132786,36,50,9,12,35,15,287.1,18,45,43,27.3,109,3,1,-3,0,1,12,49,8,0
2013,Roberto Castro,12,68,69,71,70,278,-2,132786,11,13,9,12,32,31,275.6,49,47,29,29,116,25,-1,3,-4,0,14,46,12,0
2013,Rickie Fowler,19,70,68,72,69,279,-1,93167,36,15,21,19,33,23,293.7,6,53,4,30,120,52,2,-2,-1,0,13,49,8,0
2013,Hideki Matsuyama,19,72,68,73,66,279,-1,93167,74,28,38,19,37,10,271.9,57,46,38,28.8,115,17,1,0,-2,0,16,42,13,0
2013,Keegan Bradley,19,69,72,72,66,279,-1,93167,22,38,38,19,28,57,280.1,33,47,29,28.8,115,17,-1,2,-2,0,14,46,11,0
2013,David Lynn,22,69,69,71,71,280,0,75000,22,15,12,22,38,8,278.3,45,43,59,28.8,115,17,8,-6,-2,0,12,49,10,0
2013,Matt Kuchar,22,67,66,76,71,280,0,75000,5,2,12,22,32,31,290.4,9,48,21,29.3,117,33,2,-1,-1,0,11,53,6,0
2013,Michael Thompson,22,72,67,72,69,280,0,75000,74,22,28,22,31,40,253.4,72,45,43,28,112,8,-4,7,-3,0,16,42,12,0
2013,Robert Garrigus,25,67,68,74,72,281,1,58750,5,7,12,25,30,43,268.3,61,45,43,29,116,25,0,3,-2,0,18,36,17,0
2013,Bill Haas,25,68,70,71,72,281,1,58750,11,15,12,25,30,43,286.4,21,49,16,30.5,122,57,3,0,-2,0,10,51,11,0
2013,Webb Simpson,25,72,64,73,72,281,1,58750,74,9,12,25,29,50,286.6,19,46,38,28.5,114,14,1,3,-3,0,19,36,15,0
2013,Kiradech Aphibarnrat,25,68,71,71,71,281,1,58750,11,22,21,25,29,50,289.9,10,49,16,30.8,123,62,6,-1,-4,0,15,42,14,0
2013,Miguel A. Jimenez,29,68,72,75,67,282,2,48500,11,28,52,29,40,5,260.9,67,44,51,28,112,8,1,3,-2,0,20,35,12,0
2013,Rafael Cabrera-Bello,29,68,75,69,70,282,2,48500,11,60,34,29,32,31,292,7,45,43,29,116,25,5,-3,0,0,10,50,12,0
2013,Ryo Ishikawa,29,69,71,70,72,282,2,48500,22,28,21,29,24,74,279.7,36,44,51,29.5,118,41,-1,3,0,0,13,44,15,0
2013,Scott Jamieson,29,69,72,70,71,282,2,48500,22,38,28,29,36,13,278.6,43,45,43,29.3,117,33,1,0,1,0,14,42,16,0
2013,Lee Westwood,33,66,73,68,76,283,3,38571,3,22,7,33,31,40,286.6,19,51,8,30.8,123,62,4,0,-1,0,13,45,12,0
2013,Justin Rose,33,68,66,77,72,283,3,38571,11,5,28,33,29,50,294.6,5,44,51,27.8,111,6,0,4,-1,0,16,40,13,0
2013,Peter Hanson,33,72,69,74,68,283,3,38571,74,38,52,33,34,18,279.4,37,50,13,30.5,122,57,1,4,-2,0,12,48,10,0
2013,Brendon De Jonge,33,71,71,71,70,283,3,38571,50,50,38,33,35,15,264.3,64,48,21,29.5,118,41,1,3,-1,0,11,48,12,0
2013,Francesco Molinari,33,72,68,70,73,283,3,38571,74,28,21,33,41,2,276.4,48,57,1,32,128,72,4,1,-2,0,9,54,7,0
2013,Paul Casey,33,67,72,74,70,283,3,38571,5,22,38,33,27,66,284.9,23,47,29,29.5,118,41,2,4,-3,0,14,44,11,0
2013,Martin Kaymer,33,68,68,78,69,283,3,38571,11,9,48,33,30,43,280,34,44,51,27.8,111,6,1,7,-5,2,14,40,13,0
2013,Tiger Woods,40,71,70,73,70,284,4,28000,50,38,48,40,25,70,265.9,63,45,43,30.3,121,54,-3,7,0,0,10,50,10,0
2013,Charley Hoffman,40,69,67,73,75,284,4,28000,22,9,12,40,32,31,299.9,2,48,21,30.5,122,57,1,7,-4,0,15,40,15,0
2013,J.J. Henry,40,71,71,73,69,284,4,28000,50,50,52,40,32,31,266.9,62,43,59,29.3,117,33,0,7,-3,0,12,45,14,0
2013,D.A. Points,40,73,70,72,69,284,4,28000,91,60,52,40,42,1,263.1,65,48,21,29.8,119,45,2,4,-2,0,17,35,19,0
2013,Matt Jones,40,72,71,73,68,284,4,28000,74,60,63,40,29,50,285.6,22,47,29,31.3,125,69,2,4,-2,0,14,41,16,0
2013,Danny Willett,40,73,70,72,69,284,4,28000,91,60,52,40,28,57,272.8,56,47,29,31,124,66,3,2,-1,1,12,43,14,0
2012,Rory McIlroy,1,67,75,67,66,275,-13,1445000,2,5,1,1,37,42,311.5,1,48,13,27.3,109,8,-3,-2,-8,0,20,45,7,0
2012,David Lynn,2,73,74,68,68,283,-5,865000,66,37,10,2,35,54,275.2,55,49,8,28.8,115,31,-3,7,-9,0,13,52,6,0
2012,Justin Rose,3,69,79,70,66,284,-4,384500,14,47,25,3,42,12,288.3,31,53,1,30,120,59,3,-1,-6,0,18,40,14,0
2012,Ian Poulter,3,70,71,74,69,284,-4,384500,25,4,10,3,36,49,276.3,51,46,19,28.5,114,26,2,1,-7,0,16,44,12,0
2012,Carl Pettersson,3,66,74,72,72,284,-4,384500,1,1,2,3,39,25,291.6,24,40,56,26.8,107,4,0,2,-6,0,16,45,10,0
2012,Keegan Bradley,3,68,77,71,68,284,-4,384500,6,16,16,3,38,36,295.8,13,47,16,29,116,36,3,0,-7,1,16,41,14,0
2012,Steve Stricker,7,74,73,67,71,285,-3,226000,88,37,6,7,35,54,279.5,44,44,27,27.8,111,12,1,0,-4,0,14,48,9,0
2012,Peter Hanson,7,69,75,70,71,285,-3,226000,14,11,6,7,41,15,292.5,21,47,16,29.5,118,47,5,-3,-5,0,16,43,13,0
2012,Jamie Donaldson,7,69,73,73,70,285,-3,226000,14,5,10,7,39,25,294.8,17,44,27,27,108,5,1,0,-4,0,18,40,13,0
2012,Blake Adams,7,71,72,75,67,285,-3,226000,32,7,25,7,39,25,277.5,48,51,3,29.3,117,42,5,-1,-7,0,15,46,10,0
2012,Tiger Woods,11,69,71,74,72,286,-2,143286,14,1,6,11,37,42,303.6,7,40,56,27,108,5,4,-3,-3,0,14,46,12,0
2012,Geoff Ogilvy,11,68,78,70,70,286,-2,143286,6,24,16,11,37,42,290.7,25,46,19,29.3,117,42,3,2,-7,1,11,49,11,0
2012,Ben Curtis,11,69,77,73,67,286,-2,143286,14,24,32,11,48,1,258.3,70,49,8,29.3,117,42,1,0,-3,0,11,54,6,0
2012,Tim Clark,11,71,73,73,69,286,-2,143286,32,11,20,11,44,5,267.3,68,46,19,28.5,114,26,1,-1,-2,0,14,48,8,0
2012,Adam Scott,11,68,75,70,73,286,-2,143286,6,7,3,11,37,42,303.5,8,41,50,26.5,106,2,-1,4,-5,0,15,45,11,0
2012,Graeme McDowell,11,68,76,71,71,286,-2,143286,6,11,10,11,39,25,281.1,42,50,4,29,116,36,1,0,-3,0,18,40,12,0
2012,Bubba Watson,11,73,75,70,68,286,-2,143286,66,47,25,11,38,36,306.4,6,49,8,29.8,119,54,4,-2,-4,0,13,48,11,0
2012,John Daly,18,68,77,73,69,287,-1,99667,6,16,25,18,33,62,306.8,5,42,41,29,116,36,3,2,-6,1,13,45,12,0
2012,Padraig Harrington,18,70,76,69,72,287,-1,99667,25,24,10,18,36,49,295.3,14,44,27,27.8,111,12,0,5,-6,1,13,46,10,0
2012,Bo Van Pelt,18,73,73,67,74,287,-1,99667,66,24,3,18,40,18,288.4,30,52,2,29.8,119,54,-4,8,-5,0,17,42,11,0
2012,Robert Garrigus,21,74,73,74,67,288,0,72667,88,37,46,21,35,54,310.9,3,49,8,30,120,59,-1,11,-10,0,15,44,11,0
2012,Pat Perez,21,69,76,71,72,288,0,72667,14,16,16,21,37,42,276,52,43,35,28.3,113,19,2,-4,2,0,12,50,8,0
2012,Jimmy Walker,21,73,75,67,73,288,0,72667,66,47,10,21,29,70,290,27,39,63,27.3,109,8,2,7,-9,0,18,38,14,0
2012,Louis Oosthuizen,21,70,79,70,69,288,0,72667,25,56,32,21,38,36,300.2,9,49,8,30,120,59,1,-2,1,0,18,39,12,0
2012,Joost Luiten,21,68,76,75,69,288,0,72667,6,11,32,21,39,25,284.4,38,50,4,29.5,118,47,2,2,-4,1,17,37,15,0
2012,Seung-Yul Noh,21,74,75,74,65,288,0,72667,88,56,58,21,38,36,296.4,12,50,4,30.8,123,70,3,4,-7,1,11,47,13,0
2012,Miguel A. Jimenez,27,69,77,72,71,289,1,51900,14,24,25,27,45,4,268.5,66,50,4,29.8,119,54,2,1,-2,1,17,40,10,0
2012,Trevor Immelman,27,71,72,70,76,289,1,51900,32,7,3,27,39,25,279,45,41,50,27.3,109,8,-3,9,-5,0,17,39,14,0
2012,Jason Dufner,27,74,76,68,71,289,1,51900,88,66,25,27,42,12,281.7,41,44,27,28.5,114,26,3,2,-4,0,12,48,11,0
2012,Marc Leishman,27,74,72,71,72,289,1,51900,88,24,20,27,40,18,292.4,22,38,65,27.8,111,12,1,3,-3,0,14,45,11,0
2012,Thorbjorn Olesen,27,75,74,71,69,289,1,51900,106,56,41,27,36,49,290.5,26,42,41,28.3,113,19,3,2,-4,1,12,44,15,0
2012,Greg Chalmers,32,70,76,72,72,290,2,42625,25,24,25,32,43,8,270.6,63,35,70,26,104,1,3,3,-4,0,15,41,15,0
2012,John Senden,32,73,74,72,71,290,2,42625,66,37,32,32,43,8,285.4,34,48,13,30.5,122,67,2,10,-10,2,12,42,14,0
2012,Luke Donald,32,74,76,74,66,290,2,42625,88,66,64,32,43,8,273.8,56,42,41,28,112,17,7,-1,-4,0,17,39,13,0
2012,Bill Haas,32,75,73,69,73,290,2,42625,106,47,20,32,37,42,285.2,35,44,27,30,120,59,4,3,-5,0,11,48,13,0
2012,Phil Mickelson,36,73,71,73,74,291,3,34750,66,11,20,36,32,66,298.9,10,42,41,28.3,113,19,1,5,-3,0,12,46,13,0
2012,Vijay Singh,36,71,69,74,77,291,3,34750,32,1,6,36,34,59,288.5,29,44,27,28.8,115,31,7,3,-7,0,15,42,12,0
2012,Freddie Jacobson,36,71,75,73,72,291,3,34750,32,24,32,36,33,62,278.8,46,40,56,28.5,114,26,4,4,-5,0,12,46,13,0
2012,Marcel Siem,36,72,73,71,75,291,3,34750,45,16,16,36,29,70,294.6,18,48,13,30.5,122,67,2,1,0,0,11,50,9,0
2012,Rich Beem,36,72,76,72,71,291,3,34750,45,47,41,36,41,15,272.9,59,41,50,28,112,17,2,5,-4,0,14,44,11,0
2012,Y.E. Yang,36,73,74,74,70,291,3,34750,66,37,46,36,40,18,273.3,57,42,41,28.5,114,26,1,6,-4,0,11,48,12,0
2012,David Toms,42,72,78,72,70,292,4,25750,45,66,55,42,44,5,258.1,71,43,35,29,116,36,3,3,-2,0,12,47,10,0
2012,Jim Furyk,42,72,77,70,73,292,4,25750,45,56,32,42,42,12,270.5,64,46,19,30.3,121,64,2,4,-2,0,13,43,15,0
2012,Aaron Baddeley,42,68,75,74,75,292,4,25750,6,7,20,42,39,25,292.9,19,36,69,26.5,106,2,2,8,-6,0,15,41,14,0
2012,J.J. Henry,42,72,77,70,73,292,4,25750,45,56,32,42,43,8,280.1,43,43,35,29.5,118,47,4,2,-2,0,10,48,14,0
2011,Keegan Bradley,1,71,64,69,68,272,-8,1445000,36,1,3,1,35,20,301.8,21,56,2,29.3,117,16,3,-4,-7,1,19,43,6,0
2011,Jason Dufner,2,70,65,68,69,272,-8,865000,23,1,1,1,37,9,285.1,65,57,1,30.3,121,41,-1,-3,-4,1,17,44,9,0
2011,Anders Hansen,3,68,69,70,66,273,-7,545000,5,7,6,3,38,6,293.3,38,55,3,30.5,122,48,-1,-3,-3,0,15,49,8,0
2011,David Toms,4,72,71,65,67,275,-5,331000,59,53,8,4,38,6,273.3,75,46,46,28,112,3,-1,0,-4,1,16,42,13,0
2011,Scott Verplank,4,67,69,69,70,275,-5,331000,4,3,4,4,37,9,286,62,49,18,28.3,113,4,4,-4,-5,1,15,46,8,0
2011,Robert Karlsson,4,70,71,67,67,275,-5,331000,23,26,8,4,33,30,311.9,8,54,4,30.3,121,41,0,1,-6,1,16,42,13,0
2011,Adam Scott,7,69,69,70,68,276,-4,259000,13,11,8,7,30,40,305,16,45,53,28.3,113,4,0,1,-5,0,14,49,8,0
2011,Lee Westwood,8,71,68,70,68,277,-3,224500,36,14,13,8,35,20,299.8,25,51,9,29.8,119,29,-1,3,-5,0,13,50,8,0
2011,Luke Donald,8,70,71,68,68,277,-3,224500,23,26,13,8,28,59,286.4,60,52,8,29.5,118,19,2,-1,-4,0,16,46,7,0
2011,D.A. Points,10,69,67,71,71,278,-2,188000,13,3,6,10,41,3,297.6,29,54,4,30.8,123,51,-2,1,-1,0,14,48,8,0
2011,Kevin Na,10,72,69,70,67,278,-2,188000,59,26,30,10,30,40,291.1,48,47,39,29.5,118,19,1,-1,-2,0,13,48,11,0
2011,Steve Stricker,12,63,74,69,73,279,-1,132786,1,7,5,12,36,14,287.3,54,45,53,29,116,12,3,3,-7,0,14,46,11,0
2011,Sergio Garcia,12,72,69,69,69,279,-1,132786,59,26,20,12,30,40,297.3,31,47,39,28.8,115,7,-1,1,-1,0,12,51,7,0
2011,Trevor Immelman,12,69,71,71,68,279,-1,132786,13,17,30,12,33,30,289.5,51,47,39,29.3,117,16,2,3,-6,0,16,42,13,0
2011,Bill Haas,12,68,73,69,69,279,-1,132786,5,26,20,12,25,69,296.5,33,48,26,30,120,35,3,0,-4,0,13,47,12,0
2011,Charl Schwartzel,12,71,71,66,71,279,-1,132786,36,39,8,12,30,40,308.1,11,49,18,29.8,119,29,1,2,-4,0,14,48,7,0
2011,Nick Watney,12,70,71,68,70,279,-1,132786,23,26,13,12,24,71,307.4,15,46,46,28.5,114,6,0,5,-6,0,15,48,5,0
2011,Gary Woodland,12,70,70,71,68,279,-1,132786,23,17,30,12,29,49,320,1,48,26,29.5,118,19,1,2,-4,0,16,43,12,0
2011,Phil Mickelson,19,71,70,69,70,280,0,81214,36,26,20,19,27,62,304.8,17,49,18,30.8,123,51,0,5,-5,0,10,53,8,0
2011,John Senden,19,68,68,72,72,280,0,81214,5,3,8,19,35,20,295.9,34,54,4,31.8,127,71,2,4,-6,0,13,46,13,0
2011,Brian Davis,19,69,73,69,69,280,0,81214,13,39,30,19,37,9,281.8,74,50,14,30.8,123,51,2,1,-3,1,9,51,11,0
2011,Matt Kuchar,19,71,71,68,70,280,0,81214,36,39,20,19,34,27,286.9,56,45,53,29.3,117,16,0,0,0,0,10,54,6,0
2011,Ryan Palmer,19,71,70,69,70,280,0,81214,36,26,20,19,22,74,299.1,26,39,75,27,108,1,5,2,-7,0,18,38,14,0
2011,Hunter Mahan,19,72,72,66,70,280,0,81214,59,62,20,19,29,49,297.8,27,43,65,28.8,115,7,0,5,-5,1,14,43,12,0
2011,Brendan Steele,19,69,68,66,77,280,0,81214,13,7,1,19,37,9,307.8,12,42,68,27.5,110,2,6,-2,-4,1,13,46,9,0
2011,Jerry Kelly,26,65,73,74,69,281,1,51063,2,11,37,26,42,1,282,73,47,39,29.5,118,19,3,3,-5,0,12,48,11,0
2011,Robert Allenby,26,72,70,71,68,281,1,51063,59,39,43,26,30,40,290.6,49,47,39,30.3,121,41,2,3,-4,0,16,41,13,0
2011,Mark Wilson,26,69,71,71,70,281,1,51063,13,17,30,26,42,1,282.6,69,48,26,30.5,122,48,4,2,-5,0,11,49,12,0
2011,Charles Howell III,26,72,68,73,68,281,1,51063,59,17,43,26,32,34,293,41,50,14,30.8,123,51,2,3,-4,0,13,45,14,0
2011,Brendon de Jonge,26,68,72,69,72,281,1,51063,5,17,13,26,31,36,282.8,68,50,14,31.3,125,63,0,6,-5,1,9,50,12,0
2011,Bubba Watson,26,74,68,70,69,281,1,51063,93,39,37,26,26,68,317.6,3,46,46,29.5,118,19,3,1,-3,0,15,42,14,0
2011,Scott Piercy,26,71,68,71,71,281,1,51063,36,14,20,26,31,36,309.6,10,45,53,29.8,119,29,0,4,-3,0,16,40,15,0
2011,Spencer Levin,26,71,70,68,72,281,1,51063,36,26,13,26,35,20,293.3,38,49,18,30,120,35,2,4,-5,0,11,50,10,0
2011,Francesco Molinari,34,72,71,67,72,282,2,40000,59,53,20,34,40,4,286.8,58,48,26,30,120,35,-1,7,-4,0,11,48,13,0
2011,Alex Noren,34,70,72,68,72,282,2,40000,23,39,20,34,34,27,297,32,53,7,31.5,126,68,2,8,-8,1,10,50,9,0
2011,Chris Kirk,34,72,72,69,69,282,2,40000,59,62,43,34,36,14,300.1,23,46,46,29.5,118,19,6,0,-4,0,13,45,13,0
2011,Ben Crane,37,71,72,66,74,283,3,36250,36,53,13,37,29,49,286.9,56,48,26,29.5,118,19,3,0,0,0,17,37,16,0
2011,Matteo Manassero,37,68,74,71,70,283,3,36250,5,39,43,37,36,14,286.6,59,51,9,30.8,123,51,1,5,-3,0,11,49,11,0
2011,Jim Furyk,39,71,65,73,75,284,4,30250,36,3,13,39,29,49,293.5,37,45,53,29,116,12,1,7,-4,0,13,45,11,0
2011,Harrison Frazar,39,72,69,72,71,284,4,30250,59,26,43,39,28,59,301.9,20,49,18,30.3,121,41,1,5,-2,0,12,44,16,0
